material_id,plant,supplier_id,valid_from,valid_to,fixed_vendor_flag,quota_percent,source_status
M500130,KCH1,S100028,2024-09-13,2027-09-07,N,64,VALID
M500130,KCH1,S100031,2025-06-18,2028-03-15,N,36,VALID
M500130,PHX1,S100043,2025-01-25,2026-12-29,N,100,VALID
M500130,MTY1,S100019,2025-06-19,2026-11-18,N,55,VALID
M500130,MTY1,S100004,2025-08-12,2027-09-27,N,52,VALID
M500130,MTY1,S100005,2025-08-30,2027-07-22,N,10,VALID
M500131,MTY1,S100009,2024-05-10,2027-09-02,N,100,VALID
M500131,KCH1,S100034,2024-06-08,2027-06-11,N,34,VALID
M500131,KCH1,S100023,2024-06-22,2028-05-30,N,16,VALID
M500131,KCH1,S100028,2024-04-09,2027-10-11,N,50,VALID
M500131,AUS1,S100029,2025-11-21,2027-12-05,Y,56,BLOCKED
M500131,AUS1,S100041,2025-02-07,2026-09-21,N,44,BLOCKED
M500131,DAL1,S100006,2025-04-22,2028-06-25,N,100,VALID
M500132,DAL1,S100012,2024-11-19,2028-10-30,N,42,VALID
M500132,DAL1,S100017,2024-06-14,2026-10-25,N,44,VALID
M500132,DAL1,S100003,2025-09-26,2026-09-02,N,44,VALID
M500132,DAL1,S100045,2025-10-16,2027-08-20,N,10,VALID
M500132,MTY1,S100012,2025-05-03,2026-09-08,N,19,VALID
M500132,MTY1,S100036,2025-02-16,2028-05-07,N,81,VALID
M500132,KCH1,S100003,2024-07-30,2027-05-27,N,100,VALID
M500132,AUS1,S100043,2025-08-03,2027-07-18,N,30,VALID
M500132,AUS1,S100002,2025-10-06,2026-09-02,N,47,VALID
M500132,AUS1,S100050,2024-07-28,2026-10-06,N,23,VALID
M500132,PHX1,S100035,2025-12-05,2026-09-19,N,64,VALID
M500132,PHX1,S100002,2025-04-15,2026-11-13,N,36,VALID
M500133,AUS1,S100019,2024-11-09,2027-06-16,N,36,VALID
M500133,AUS1,S100031,2024-09-13,2028-07-16,N,51,VALID
M500133,AUS1,S100036,2025-07-05,2028-10-08,N,13,VALID
M500133,DAL1,S100030,2025-10-22,2028-07-09,Y,47,VALID
M500133,DAL1,S100036,2025-06-17,2028-09-01,N,53,VALID
M500133,PHX1,S100023,2024-07-12,2027-07-05,N,47,VALID
M500133,PHX1,S100032,2026-02-17,2027-10-29,N,67,VALID
M500133,PHX1,S100024,2025-04-18,2027-08-28,N,10,VALID
M500133,KCH1,S100005,2024-12-14,2027-12-09,Y,31,VALID
M500133,KCH1,S100047,2025-01-05,2027-07-17,N,15,VALID
M500133,KCH1,S100004,2024-07-24,2026-11-04,N,52,VALID
M500133,KCH1,S100025,2025-02-16,2027-04-08,N,10,VALID
M500133,MTY1,S100040,2025-05-18,2027-06-30,N,28,VALID
M500133,MTY1,S100011,2025-05-05,2028-07-17,N,44,VALID
M500133,MTY1,S100041,2025-04-15,2028-02-01,N,23,BLOCKED
M500133,MTY1,S100026,2025-10-11,2027-07-07,N,10,VALID
M500134,PHX1,S100021,2024-08-19,2027-08-07,N,100,VALID
M500134,KCH1,S100032,2025-01-26,2026-09-10,Y,61,VALID
M500134,KCH1,S100037,2025-07-06,2028-06-28,N,39,VALID
M500134,AUS1,S100012,2024-05-03,2028-02-27,N,30,VALID
M500134,AUS1,S100015,2025-09-27,2028-05-06,N,11,VALID
M500134,AUS1,S100006,2025-11-17,2027-11-22,N,59,VALID
M500134,DAL1,S100009,2025-11-20,2027-10-17,N,29,VALID
M500134,DAL1,S100002,2025-08-21,2027-10-15,N,71,VALID
M500134,MTY1,S100009,2026-01-15,2027-04-03,Y,58,VALID
M500134,MTY1,S100023,2024-08-22,2028-11-01,N,42,VALID
M500135,KCH1,S100043,2024-06-28,2026-10-14,Y,100,VALID
M500135,DAL1,S100032,2025-11-23,2028-05-05,Y,41,VALID
M500135,DAL1,S100039,2024-12-04,2026-12-05,N,59,VALID
M500135,MTY1,S100005,2024-06-13,2027-07-08,Y,32,VALID
M500135,MTY1,S100033,2025-05-01,2028-11-01,N,10,VALID
M500135,MTY1,S100048,2025-01-19,2028-06-22,N,15,VALID
M500135,MTY1,S100024,2025-03-15,2027-09-15,N,43,VALID
M500136,DAL1,S100048,2025-10-19,2028-05-16,N,100,VALID
M500136,KCH1,S100032,2025-03-06,2026-10-24,N,37,VALID
M500136,KCH1,S100028,2024-07-08,2027-02-05,N,11,VALID
M500136,KCH1,S100027,2024-08-06,2026-10-21,N,40,VALID
M500136,KCH1,S100046,2025-09-11,2027-01-08,N,12,VALID
M500136,AUS1,S100002,2024-12-07,2027-03-23,N,50,VALID
M500136,AUS1,S100025,2025-02-18,2028-04-16,N,44,VALID
M500136,AUS1,S100041,2025-05-02,2028-06-18,N,56,BLOCKED
M500136,AUS1,S100031,2025-11-24,2027-06-14,N,10,VALID
M500137,MTY1,S100048,2025-06-12,2027-12-03,N,100,VALID
M500137,PHX1,S100045,2025-09-24,2027-05-18,N,23,VALID
M500137,PHX1,S100005,2024-05-31,2027-03-27,N,77,VALID
M500138,KCH1,S100043,2024-12-22,2027-08-11,N,41,VALID
M500138,KCH1,S100036,2025-11-09,2028-10-31,N,16,VALID
M500138,KCH1,S100013,2024-12-06,2027-10-02,N,20,BLOCKED
M500138,KCH1,S100044,2025-12-14,2027-01-20,N,23,VALID
M500138,PHX1,S100016,2025-02-08,2028-07-14,N,70,VALID
M500138,PHX1,S100032,2024-11-23,2028-01-31,N,30,VALID
M500138,AUS1,S100046,2025-04-09,2027-10-16,N,11,VALID
M500138,AUS1,S100024,2024-12-16,2027-07-26,N,46,VALID
M500138,AUS1,S100008,2024-03-31,2026-10-20,N,43,VALID
M500138,MTY1,S100039,2025-03-27,2028-08-14,Y,57,VALID
M500138,MTY1,S100015,2025-09-29,2026-11-08,N,43,VALID
M500139,PHX1,S100012,2025-09-20,2028-11-09,Y,100,VALID
M500139,KCH1,S100032,2025-09-30,2027-09-12,Y,39,VALID
M500139,KCH1,S100047,2025-07-24,2027-04-18,N,11,VALID
M500139,KCH1,S100037,2024-11-11,2028-03-16,N,50,VALID
M500139,DAL1,S100042,2024-07-16,2028-08-10,N,13,VALID
M500139,DAL1,S100047,2024-11-19,2026-09-07,N,59,VALID
M500139,DAL1,S100010,2024-09-03,2027-11-05,N,64,VALID
M500139,DAL1,S100045,2026-01-21,2026-10-15,N,10,VALID
M500140,PHX1,S100025,2024-08-10,2027-03-22,Y,59,VALID
M500140,PHX1,S100017,2026-01-25,2028-11-11,N,41,VALID
M500140,MTY1,S100032,2025-07-21,2027-09-20,Y,15,VALID
M500140,MTY1,S100047,2024-11-29,2028-04-30,N,67,VALID
M500140,MTY1,S100048,2025-12-26,2026-12-20,N,46,VALID
M500140,MTY1,S100041,2024-07-20,2027-04-03,N,10,BLOCKED
M500140,KCH1,S100022,2025-04-25,2027-09-30,Y,100,VALID
M500140,DAL1,S100014,2024-08-30,2028-09-15,N,100,VALID
M500141,DAL1,S100041,2025-12-17,2027-05-31,Y,28,BLOCKED
M500141,DAL1,S100005,2025-07-14,2027-07-30,N,53,VALID
M500141,DAL1,S100004,2024-09-08,2028-06-17,N,19,VALID
M500141,KCH1,S100013,2026-01-05,2028-05-26,N,100,BLOCKED
M500141,MTY1,S100029,2024-11-13,2028-03-10,N,63,BLOCKED
M500141,MTY1,S100008,2024-11-01,2028-11-12,N,66,VALID
M500141,MTY1,S100032,2024-04-27,2028-08-15,N,10,VALID
M500142,KCH1,S100024,2024-09-07,2027-09-28,N,100,VALID
M500142,MTY1,S100025,2024-09-02,2027-03-20,N,57,VALID
M500142,MTY1,S100029,2026-01-20,2027-08-01,N,65,BLOCKED
M500142,MTY1,S100023,2024-08-14,2026-11-02,N,51,VALID
M500142,MTY1,S100038,2024-08-08,2027-09-08,N,10,VALID
M500142,DAL1,S100019,2025-01-04,2028-07-01,Y,34,VALID
M500142,DAL1,S100011,2024-07-25,2026-10-09,N,66,VALID
M500142,AUS1,S100036,2025-07-25,2026-09-01,Y,10,VALID
M500142,AUS1,S100032,2025-01-20,2027-11-09,N,40,VALID
M500142,AUS1,S100039,2025-12-08,2028-06-09,N,30,VALID
M500142,AUS1,S100014,2025-03-27,2027-01-01,N,20,VALID
M500143,AUS1,S100001,2025-08-06,2026-09-02,N,39,VALID
M500143,AUS1,S100035,2025-07-03,2028-03-16,N,61,VALID
M500143,MTY1,S100048,2025-09-27,2027-07-18,Y,28,VALID
M500143,MTY1,S100049,2024-06-10,2026-10-27,N,10,VALID
M500143,MTY1,S100008,2025-09-26,2028-08-28,N,13,VALID
M500143,MTY1,S100033,2025-07-11,2028-07-20,N,49,VALID
M500144,KCH1,S100007,2024-12-07,2026-12-27,N,67,VALID
M500144,KCH1,S100049,2024-06-03,2027-11-13,N,55,VALID
M500144,KCH1,S100040,2026-01-07,2028-05-08,N,28,VALID
M500144,KCH1,S100046,2025-08-02,2027-06-16,N,10,VALID
M500144,PHX1,S100019,2025-01-25,2028-07-24,N,53,VALID
M500144,PHX1,S100009,2025-10-10,2026-11-24,N,47,VALID
M500145,PHX1,S100030,2026-01-27,2027-08-31,N,100,VALID
M500145,MTY1,S100032,2025-11-25,2027-07-28,Y,17,VALID
M500145,MTY1,S100041,2026-02-08,2026-09-26,N,36,BLOCKED
M500145,MTY1,S100038,2024-07-12,2028-08-29,N,47,VALID
M500145,DAL1,S100036,2024-09-16,2028-01-20,N,28,VALID
M500145,DAL1,S100014,2025-05-03,2028-04-01,N,16,VALID
M500145,DAL1,S100015,2024-09-18,2027-10-23,N,25,VALID
M500145,DAL1,S100021,2026-01-25,2027-03-26,N,31,VALID
M500145,KCH1,S100024,2025-04-06,2027-10-02,N,19,VALID
M500145,KCH1,S100010,2025-10-09,2027-06-19,N,52,VALID
M500145,KCH1,S100050,2025-01-13,2028-07-06,N,44,VALID
M500145,KCH1,S100034,2025-03-27,2026-11-22,N,10,VALID
M500145,AUS1,S100032,2024-04-21,2027-03-21,N,35,VALID
M500145,AUS1,S100008,2024-12-14,2028-06-27,N,65,VALID
M500146,DAL1,S100004,2025-12-21,2028-09-03,Y,100,VALID
M500146,AUS1,S100036,2024-11-20,2028-02-10,Y,100,VALID
M500146,KCH1,S100034,2025-06-26,2027-08-04,N,70,VALID
M500146,KCH1,S100042,2024-05-19,2028-07-25,N,30,VALID
M500147,DAL1,S100041,2024-12-10,2026-11-24,Y,36,BLOCKED
M500147,DAL1,S100029,2024-09-11,2028-11-10,N,64,BLOCKED
M500147,KCH1,S100023,2024-07-12,2027-07-02,N,100,VALID
M500147,AUS1,S100005,2025-02-25,2028-07-23,N,12,VALID
M500147,AUS1,S100006,2024-05-31,2027-11-12,N,88,VALID
M500147,PHX1,S100009,2025-10-13,2028-09-28,N,47,VALID
M500147,PHX1,S100007,2025-02-18,2028-06-19,N,56,VALID
M500147,PHX1,S100036,2024-12-07,2027-12-29,N,10,VALID
M500148,AUS1,S100009,2025-07-11,2027-10-18,N,61,VALID
M500148,AUS1,S100043,2024-04-18,2027-10-06,N,15,VALID
M500148,AUS1,S100034,2025-08-13,2027-11-04,N,20,VALID
M500148,AUS1,S100035,2024-07-14,2028-08-11,N,10,VALID
M500148,DAL1,S100021,2024-05-02,2028-05-03,N,68,VALID
M500148,DAL1,S100011,2024-07-03,2028-04-14,N,28,VALID
M500148,DAL1,S100012,2025-03-23,2027-08-10,N,18,VALID
M500148,DAL1,S100036,2025-03-24,2028-05-04,N,10,VALID
M500148,KCH1,S100048,2026-01-18,2026-11-08,N,30,VALID
M500148,KCH1,S100035,2024-10-11,2028-03-12,N,31,VALID
M500148,KCH1,S100002,2025-02-22,2027-10-05,N,39,VALID
M500148,MTY1,S100042,2025-10-24,2027-07-07,N,100,VALID
M500148,PHX1,S100046,2024-06-10,2027-03-02,N,100,VALID
M500149,MTY1,S100023,2025-06-24,2028-06-13,Y,50,VALID
M500149,MTY1,S100041,2025-09-17,2027-08-09,N,56,BLOCKED
M500149,MTY1,S100030,2024-05-18,2026-10-01,N,63,VALID
M500149,MTY1,S100004,2024-04-11,2028-06-14,N,10,VALID
M500149,AUS1,S100027,2025-10-19,2028-06-05,N,23,VALID
M500149,AUS1,S100039,2024-05-04,2027-03-14,N,77,VALID
M500149,DAL1,S100009,2025-02-10,2027-04-27,N,38,VALID
M500149,DAL1,S100017,2025-11-15,2028-06-13,N,66,VALID
M500149,DAL1,S100045,2024-12-27,2028-07-20,N,67,VALID
M500149,DAL1,S100037,2024-10-01,2028-11-10,N,10,VALID
M500149,KCH1,S100017,2025-12-12,2027-06-09,N,56,VALID
M500149,KCH1,S100022,2024-09-09,2027-03-17,N,44,VALID
M500149,PHX1,S100036,2025-02-21,2028-06-26,N,52,VALID
M500149,PHX1,S100048,2025-01-12,2027-06-28,N,37,VALID
M500149,PHX1,S100015,2024-10-21,2027-09-03,N,11,VALID
M500150,KCH1,S100011,2024-04-22,2027-10-18,N,66,VALID
M500150,KCH1,S100050,2025-04-16,2027-05-02,N,34,VALID
M500150,DAL1,S100023,2026-01-24,2028-10-15,N,100,VALID
M500151,KCH1,S100035,2024-10-31,2027-02-11,N,35,VALID
M500151,KCH1,S100018,2024-06-10,2028-10-10,N,65,VALID
M500151,DAL1,S100048,2025-09-25,2028-04-21,N,68,VALID
M500151,DAL1,S100032,2025-06-15,2028-03-23,N,32,VALID
M500151,MTY1,S100008,2025-10-05,2028-07-31,N,53,VALID
M500151,MTY1,S100023,2025-11-13,2027-07-11,N,45,VALID
M500151,MTY1,S100003,2024-06-17,2027-05-24,N,10,VALID
M500151,AUS1,S100040,2025-11-07,2026-12-18,Y,15,VALID
M500151,AUS1,S100049,2025-02-16,2027-03-03,N,35,VALID
M500151,AUS1,S100022,2024-03-28,2027-09-19,N,63,VALID
M500151,AUS1,S100013,2024-08-30,2027-09-02,N,10,BLOCKED
M500152,AUS1,S100019,2024-05-11,2028-10-08,N,26,VALID
M500152,AUS1,S100022,2025-03-23,2026-11-30,N,24,VALID
M500152,AUS1,S100006,2025-04-03,2028-10-07,N,50,VALID
M500152,MTY1,S100031,2025-10-30,2027-10-25,N,44,VALID
M500152,MTY1,S100012,2025-11-21,2028-07-09,N,56,VALID
M500152,PHX1,S100017,2026-01-19,2028-02-03,N,37,VALID
M500152,PHX1,S100007,2026-02-03,2028-04-20,N,20,VALID
M500152,PHX1,S100012,2024-06-10,2027-11-10,N,15,VALID
M500152,PHX1,S100049,2025-03-10,2026-11-09,N,28,VALID
M500152,KCH1,S100046,2025-03-17,2028-09-02,N,100,VALID
M500152,DAL1,S100044,2025-08-24,2028-10-12,Y,70,VALID
M500152,DAL1,S100007,2026-01-09,2027-07-07,N,30,VALID
M500153,MTY1,S100010,2025-02-04,2028-05-09,N,100,VALID
M500153,KCH1,S100047,2025-06-10,2027-05-14,Y,16,VALID
M500153,KCH1,S100016,2025-08-12,2028-05-07,N,84,VALID
M500153,DAL1,S100048,2025-05-01,2028-05-30,N,100,VALID
M500154,KCH1,S100028,2025-07-02,2026-11-20,N,33,VALID
M500154,KCH1,S100040,2024-10-10,2026-12-25,N,67,VALID
M500154,AUS1,S100044,2024-03-30,2027-12-17,N,17,VALID
M500154,AUS1,S100038,2025-07-14,2027-02-07,N,83,VALID
M500154,DAL1,S100048,2025-12-25,2028-09-12,N,100,VALID
M500154,MTY1,S100026,2025-12-02,2028-11-08,N,67,VALID
M500154,MTY1,S100037,2026-01-21,2027-08-28,N,33,VALID
M500155,MTY1,S100029,2024-04-30,2027-06-21,N,100,BLOCKED
M500155,PHX1,S100004,2025-03-29,2026-10-17,Y,27,VALID
M500155,PHX1,S100017,2025-06-13,2028-03-21,N,73,VALID
M500155,AUS1,S100004,2024-09-20,2027-10-09,N,30,VALID
M500155,AUS1,S100011,2024-06-08,2028-11-02,N,10,VALID
M500155,AUS1,S100039,2024-03-24,2027-08-17,N,60,VALID
M500155,DAL1,S100035,2025-06-13,2028-03-10,N,14,VALID
M500155,DAL1,S100033,2025-06-12,2027-06-09,N,25,VALID
M500155,DAL1,S100007,2026-02-15,2026-12-04,N,19,VALID
M500155,DAL1,S100003,2025-06-21,2027-02-19,N,42,VALID
M500155,KCH1,S100034,2024-12-24,2027-04-10,N,50,VALID
M500155,KCH1,S100008,2025-01-24,2028-05-01,N,25,VALID
M500155,KCH1,S100047,2024-10-08,2027-11-07,N,51,VALID
M500155,KCH1,S100050,2025-10-08,2026-11-16,N,10,VALID
M500156,KCH1,S100030,2025-10-24,2027-11-13,Y,100,VALID
M500156,DAL1,S100007,2026-02-11,2028-02-18,N,39,VALID
M500156,DAL1,S100012,2024-04-30,2027-07-03,N,26,VALID
M500156,DAL1,S100014,2024-10-22,2027-01-18,N,35,VALID
M500156,AUS1,S100030,2025-11-29,2027-04-24,N,41,VALID
M500156,AUS1,S100028,2024-12-19,2028-10-02,N,59,VALID
M500157,PHX1,S100007,2025-01-23,2028-10-28,N,58,VALID
M500157,PHX1,S100009,2024-11-05,2026-12-04,N,23,VALID
M500157,PHX1,S100048,2026-01-01,2027-02-11,N,62,VALID
M500157,PHX1,S100026,2024-04-05,2027-09-19,N,10,VALID
M500157,KCH1,S100028,2024-03-23,2026-12-17,Y,28,VALID
M500157,KCH1,S100014,2024-04-01,2026-12-08,N,50,VALID
M500157,KCH1,S100047,2025-01-07,2028-02-21,N,48,VALID
M500157,KCH1,S100001,2026-01-21,2027-05-09,N,10,VALID
M500157,MTY1,S100002,2025-06-26,2026-08-29,Y,45,VALID
M500157,MTY1,S100014,2025-06-30,2028-08-01,N,35,VALID
M500157,MTY1,S100025,2024-06-19,2026-12-20,N,59,VALID
M500157,MTY1,S100036,2025-03-17,2028-04-29,N,10,VALID
M500158,DAL1,S100048,2025-11-26,2028-03-04,N,16,VALID
M500158,DAL1,S100044,2025-08-04,2026-09-15,N,43,VALID
M500158,DAL1,S100010,2025-12-25,2027-12-30,N,51,VALID
M500158,DAL1,S100038,2024-04-17,2027-05-11,N,10,VALID
M500158,MTY1,S100040,2025-10-02,2026-12-13,N,20,VALID
M500158,MTY1,S100039,2024-09-06,2028-09-19,N,32,VALID
M500158,MTY1,S100004,2025-12-01,2028-01-12,N,37,VALID
M500158,MTY1,S100021,2025-06-13,2026-11-30,N,11,VALID
M500158,KCH1,S100024,2024-12-20,2026-12-09,N,57,VALID
M500158,KCH1,S100023,2025-12-07,2026-11-24,N,42,VALID
M500158,KCH1,S100029,2024-07-03,2028-04-16,N,51,BLOCKED
M500158,KCH1,S100012,2025-07-20,2028-06-14,N,10,VALID
M500158,AUS1,S100044,2025-10-23,2027-09-28,Y,20,VALID
M500158,AUS1,S100045,2024-10-24,2028-05-15,N,80,VALID
M500158,PHX1,S100045,2024-10-18,2028-07-14,Y,25,VALID
M500158,PHX1,S100039,2025-07-02,2027-08-10,N,42,VALID
M500158,PHX1,S100004,2024-08-05,2028-10-10,N,33,VALID
M500159,DAL1,S100010,2025-03-04,2026-12-12,N,59,VALID
M500159,DAL1,S100021,2024-07-26,2026-11-02,N,41,VALID
M500159,AUS1,S100007,2025-08-09,2027-10-15,N,21,VALID
M500159,AUS1,S100046,2024-06-15,2027-05-20,N,79,VALID
M500159,PHX1,S100015,2025-07-10,2028-10-28,Y,34,VALID
M500159,PHX1,S100007,2024-04-11,2028-09-18,N,43,VALID
M500159,PHX1,S100021,2024-12-06,2028-08-07,N,23,VALID
M500159,KCH1,S100041,2026-01-16,2028-03-23,N,68,BLOCKED
M500159,KCH1,S100018,2024-10-10,2028-06-07,N,32,VALID
M500159,MTY1,S100005,2025-07-21,2027-04-03,N,100,VALID
M500160,DAL1,S100045,2025-07-01,2028-08-18,N,52,VALID
M500160,DAL1,S100009,2025-08-26,2028-06-17,N,51,VALID
M500160,DAL1,S100008,2025-06-27,2026-10-27,N,43,VALID
M500160,DAL1,S100031,2024-11-30,2027-07-12,N,10,VALID
M500160,AUS1,S100019,2024-07-31,2027-05-30,Y,28,VALID
M500160,AUS1,S100018,2025-02-06,2026-09-02,N,61,VALID
M500160,AUS1,S100011,2025-11-16,2026-12-24,N,11,VALID
M500160,PHX1,S100018,2025-11-04,2027-07-08,N,28,VALID
M500160,PHX1,S100001,2026-01-09,2027-07-19,N,39,VALID
M500160,PHX1,S100040,2024-03-19,2028-06-04,N,15,VALID
M500160,PHX1,S100037,2024-04-05,2028-11-01,N,18,VALID
M500160,MTY1,S100040,2024-07-06,2028-04-24,N,57,VALID
M500160,MTY1,S100018,2025-01-23,2027-11-12,N,34,VALID
M500160,MTY1,S100012,2025-08-30,2028-03-31,N,10,VALID
M500161,PHX1,S100006,2024-08-12,2028-11-04,N,62,VALID
M500161,PHX1,S100005,2025-05-06,2028-06-25,N,18,VALID
M500161,PHX1,S100041,2024-12-10,2028-07-15,N,20,BLOCKED
M500161,KCH1,S100013,2024-09-06,2028-02-28,N,53,BLOCKED
M500161,KCH1,S100020,2024-08-27,2027-09-20,N,47,VALID
M500162,DAL1,S100050,2025-06-07,2028-09-08,N,28,VALID
M500162,DAL1,S100024,2026-01-27,2027-11-29,N,31,VALID
M500162,DAL1,S100019,2024-07-25,2028-06-04,N,20,VALID
M500162,DAL1,S100012,2024-10-14,2028-06-02,N,21,VALID
M500162,PHX1,S100021,2024-10-24,2027-10-14,N,16,VALID
M500162,PHX1,S100014,2026-01-10,2028-10-14,N,10,VALID
M500162,PHX1,S100039,2024-08-03,2028-01-28,N,74,VALID
M500163,DAL1,S100043,2024-11-14,2028-04-20,N,37,VALID
M500163,DAL1,S100025,2024-05-01,2026-09-17,N,39,VALID
M500163,DAL1,S100034,2025-11-25,2026-11-16,N,38,VALID
M500163,DAL1,S100028,2024-11-16,2026-12-09,N,10,VALID
M500163,KCH1,S100001,2024-08-11,2028-09-09,N,14,VALID
M500163,KCH1,S100042,2024-07-21,2028-09-04,N,26,VALID
M500163,KCH1,S100022,2024-06-02,2028-06-11,N,60,VALID
M500163,AUS1,S100049,2024-12-26,2027-10-18,N,31,VALID
M500163,AUS1,S100002,2026-01-02,2027-01-11,N,29,VALID
M500163,AUS1,S100042,2024-11-29,2026-11-07,N,40,VALID
M500163,PHX1,S100029,2025-10-07,2027-07-30,Y,12,BLOCKED
M500163,PHX1,S100008,2025-08-25,2028-10-07,N,37,VALID
M500163,PHX1,S100020,2024-05-14,2027-10-21,N,51,VALID
M500163,MTY1,S100036,2025-03-24,2028-02-01,N,22,VALID
M500163,MTY1,S100004,2025-09-26,2027-11-18,N,64,VALID
M500163,MTY1,S100043,2024-06-02,2028-06-20,N,61,VALID
M500163,MTY1,S100025,2025-02-05,2027-01-23,N,10,VALID
M500164,MTY1,S100004,2025-09-20,2026-10-17,N,36,VALID
M500164,MTY1,S100014,2024-05-15,2028-04-26,N,23,VALID
M500164,MTY1,S100025,2025-11-02,2028-02-27,N,24,VALID
M500164,MTY1,S100021,2025-02-03,2027-11-19,N,17,VALID
M500164,PHX1,S100008,2025-05-07,2027-08-26,N,29,VALID
M500164,PHX1,S100029,2025-06-12,2027-10-01,N,71,BLOCKED
M500165,MTY1,S100032,2025-05-14,2028-07-26,N,49,VALID
M500165,MTY1,S100017,2025-02-20,2027-03-08,N,47,VALID
M500165,MTY1,S100050,2025-01-15,2027-12-15,N,40,VALID
M500165,MTY1,S100024,2025-09-17,2026-09-18,N,10,VALID
M500165,PHX1,S100023,2025-03-30,2028-10-06,N,14,VALID
M500165,PHX1,S100013,2025-12-20,2028-11-10,N,47,BLOCKED
M500165,PHX1,S100020,2026-01-14,2027-10-18,N,57,VALID
M500165,PHX1,S100006,2025-06-15,2028-09-26,N,10,VALID
M500165,DAL1,S100042,2025-06-11,2027-08-11,N,33,VALID
M500165,DAL1,S100043,2024-05-12,2028-07-25,N,12,VALID
M500165,DAL1,S100028,2026-01-19,2028-04-01,N,55,VALID
M500166,DAL1,S100027,2024-06-15,2028-01-21,N,48,VALID
M500166,DAL1,S100005,2025-11-05,2028-07-25,N,45,VALID
M500166,DAL1,S100006,2025-01-02,2027-11-05,N,10,VALID
M500166,PHX1,S100006,2024-12-26,2028-01-31,N,51,VALID
M500166,PHX1,S100033,2024-04-01,2028-06-22,N,35,VALID
M500166,PHX1,S100042,2025-02-01,2028-08-24,N,57,VALID
M500166,PHX1,S100049,2025-01-30,2026-09-12,N,10,VALID
M500167,PHX1,S100045,2025-08-17,2028-04-05,N,10,VALID
M500167,PHX1,S100015,2025-05-09,2027-12-31,N,90,VALID
M500167,DAL1,S100005,2025-02-19,2026-11-02,Y,13,VALID
M500167,DAL1,S100017,2024-10-09,2027-07-06,N,87,VALID
M500168,KCH1,S100017,2024-11-10,2028-09-14,N,100,VALID
M500168,AUS1,S100001,2024-06-07,2027-05-21,N,30,VALID
M500168,AUS1,S100013,2024-09-19,2027-12-31,N,70,BLOCKED
M500169,PHX1,S100027,2025-11-12,2027-03-22,Y,29,VALID
M500169,PHX1,S100020,2025-09-26,2027-08-24,N,10,VALID
M500169,PHX1,S100032,2025-11-29,2027-08-18,N,44,VALID
M500169,PHX1,S100031,2024-05-05,2027-02-13,N,17,VALID
M500169,MTY1,S100040,2025-04-13,2028-08-17,N,43,VALID
M500169,MTY1,S100004,2024-09-04,2026-12-17,N,33,VALID
M500169,MTY1,S100037,2024-08-16,2027-03-24,N,24,VALID
M500169,AUS1,S100036,2026-01-06,2028-09-13,Y,100,VALID
M500169,KCH1,S100017,2024-06-06,2027-02-19,N,55,VALID
M500169,KCH1,S100009,2024-10-31,2028-09-26,N,45,VALID
M500169,DAL1,S100005,2025-09-12,2027-12-22,N,30,VALID
M500169,DAL1,S100033,2025-11-19,2027-03-15,N,70,VALID
M500170,PHX1,S100004,2025-07-04,2026-10-04,Y,30,VALID
M500170,PHX1,S100005,2025-11-19,2028-07-13,N,70,VALID
M500170,KCH1,S100040,2025-04-03,2027-07-19,N,52,VALID
M500170,KCH1,S100036,2025-04-13,2026-12-26,N,30,VALID
M500170,KCH1,S100020,2025-11-09,2027-01-17,N,18,VALID
M500170,MTY1,S100004,2024-03-19,2026-11-18,N,29,VALID
M500170,MTY1,S100027,2025-01-22,2028-06-12,N,71,VALID
M500171,DAL1,S100011,2025-10-03,2028-09-21,Y,26,VALID
M500171,DAL1,S100043,2025-11-24,2028-06-04,N,74,VALID
M500171,AUS1,S100040,2026-01-17,2028-02-18,Y,19,VALID
M500171,AUS1,S100037,2025-03-01,2028-03-30,N,10,VALID
M500171,AUS1,S100050,2025-10-08,2028-10-12,N,41,VALID
M500171,AUS1,S100025,2025-09-09,2027-01-22,N,30,VALID
M500171,KCH1,S100040,2025-06-02,2027-03-09,N,18,VALID
M500171,KCH1,S100032,2025-08-11,2028-08-29,N,31,VALID
M500171,KCH1,S100048,2025-09-20,2028-06-02,N,51,VALID
M500172,KCH1,S100012,2025-08-15,2027-05-21,Y,100,VALID
M500172,DAL1,S100045,2024-07-04,2026-09-18,N,55,VALID
M500172,DAL1,S100039,2024-11-28,2027-10-01,N,31,VALID
M500172,DAL1,S100022,2024-05-16,2027-08-23,N,31,VALID
M500172,DAL1,S100003,2024-10-02,2028-02-20,N,10,VALID
M500173,AUS1,S100045,2025-01-15,2028-06-30,N,23,VALID
M500173,AUS1,S100040,2025-11-19,2026-12-04,N,66,VALID
M500173,AUS1,S100016,2025-05-07,2028-01-01,N,69,VALID
M500173,AUS1,S100005,2024-05-28,2026-09-10,N,10,VALID
M500173,PHX1,S100034,2025-06-11,2028-03-21,Y,30,VALID
M500173,PHX1,S100038,2025-10-16,2027-05-18,N,55,VALID
M500173,PHX1,S100049,2025-06-24,2027-07-07,N,15,VALID
M500174,DAL1,S100048,2024-12-26,2027-12-24,Y,100,VALID
M500174,KCH1,S100032,2024-09-13,2028-10-11,N,65,VALID
M500174,KCH1,S100001,2024-04-12,2027-01-25,N,54,VALID
M500174,KCH1,S100036,2025-09-08,2028-02-15,N,65,VALID
