po_number,item_number,acknowledgement_status,acknowledged_qty,committed_delivery_date,supplier_confirm_number,last_supplier_response_date,response_source,buyer_followup_count
4500000226,00010,ACKNOWLEDGED,709,2026-08-01,SCN520729,2026-05-08,REGRELLO,1
4500000226,00020,QTY_DISPUTE,58,2026-07-01,SCN905962,2026-05-10,PHONE_NOTE,1
4500000227,00010,PROMISED_LATE,181,2026-06-18,SCN337527,2026-03-11,PHONE_NOTE,5
4500000227,00020,REJECTED,165,,SCN876802,2026-03-15,EDI,1
4500000227,00030,PARTIAL,230,2026-03-17,SCN873052,2026-03-12,REGRELLO,0
4500000227,00040,PARTIAL,4,2026-05-07,SCN890742,2026-03-12,REGRELLO,4
4500000227,00050,PARTIAL,163,2026-04-24,SCN811064,2026-03-12,PORTAL,4
4500000228,00010,MISSING,0,2026-05-03,,,,5
4500000228,00020,REJECTED,267,,SCN966118,2026-04-23,EDI,2
4500000228,00030,ACKNOWLEDGED,38,2026-05-07,SCN500670,2026-04-25,PORTAL,2
4500000228,00040,PROMISED_LATE,260,2026-07-01,SCN898167,2026-04-26,REGRELLO,5
4500000228,00050,MISSING,0,2026-07-10,,,,0
4500000229,00010,QTY_DISPUTE,148,2026-03-14,SCN654497,2026-02-22,REGRELLO,1
4500000229,00020,MISSING,0,2026-04-26,,,,1
4500000229,00030,MISSING,0,2026-04-25,,,,5
4500000229,00040,ACKNOWLEDGED,855,2026-04-11,SCN217257,2026-02-20,EMAIL,1
4500000229,00050,PARTIAL,45,2026-02-21,SCN928890,2026-02-13,PORTAL,3
4500000230,00010,MISSING,0,2026-03-29,,,,5
4500000231,00010,ACKNOWLEDGED,1579,2026-05-24,SCN149403,2026-04-25,REGRELLO,2
4500000231,00020,ACKNOWLEDGED,431,2026-06-13,SCN431518,2026-04-25,PORTAL,0
4500000232,00010,ACKNOWLEDGED,844,2026-05-26,SCN584425,2026-04-19,PHONE_NOTE,2
4500000232,00020,ACKNOWLEDGED,844,2026-04-26,SCN994485,2026-04-23,PHONE_NOTE,0
4500000233,00010,ACKNOWLEDGED,644,2026-05-19,SCN431406,2026-03-20,PHONE_NOTE,0
4500000233,00020,ACKNOWLEDGED,83,2026-03-28,SCN381796,2026-03-13,PHONE_NOTE,0
4500000233,00030,PARTIAL,35,2026-05-17,SCN718561,2026-03-13,REGRELLO,3
4500000233,00040,ACKNOWLEDGED,102,2026-05-23,SCN827545,2026-03-13,PHONE_NOTE,2
4500000233,00050,ACKNOWLEDGED,488,2026-05-12,SCN484141,2026-03-09,EDI,1
4500000233,00060,PARTIAL,16,2026-03-28,SCN374296,2026-03-16,EDI,5
4500000234,00010,PRICE_DISPUTE,28,2026-02-19,SCN547125,2026-02-07,REGRELLO,1
4500000234,00020,ACKNOWLEDGED,639,2026-05-06,SCN157992,2026-02-14,EMAIL,1
4500000234,00030,ACKNOWLEDGED,24,2026-05-05,SCN160848,2026-02-11,EDI,2
4500000234,00040,MISSING,0,2026-02-28,,,,5
4500000235,00010,PROMISED_LATE,120,2026-05-02,SCN281348,2026-03-18,PORTAL,5
4500000235,00020,PROMISED_LATE,24,2026-04-06,SCN207356,2026-03-16,PORTAL,3
4500000235,00030,ACKNOWLEDGED,1321,2026-06-06,SCN613502,2026-03-20,PORTAL,1
4500000235,00040,ACKNOWLEDGED,4,2026-04-07,SCN544627,2026-03-16,EMAIL,1
4500000235,00050,MISSING,0,2026-04-16,,,,3
4500000235,00060,ACKNOWLEDGED,112,2026-04-14,SCN730932,2026-03-17,EDI,0
4500000235,00070,MISSING,0,2026-04-07,,,,3
4500000236,00010,PROMISED_LATE,22,2026-05-06,SCN950117,2026-03-07,EDI,5
4500000236,00020,PARTIAL,1751,2026-04-18,SCN636836,2026-02-27,EDI,4
4500000237,00010,ACKNOWLEDGED,3843,2026-04-20,SCN637680,2026-04-21,EMAIL,2
4500000237,00020,PROMISED_LATE,3216,2026-05-13,SCN479634,2026-04-22,PORTAL,0
4500000238,00010,ACKNOWLEDGED,9,2026-04-18,SCN938166,2026-03-06,EMAIL,0
4500000238,00020,MISSING,0,2026-03-12,,,,0
4500000238,00030,QTY_DISPUTE,373,2026-05-30,SCN318526,2026-03-16,PHONE_NOTE,2
4500000238,00040,MISSING,0,2026-03-16,,,,0
4500000238,00050,ACKNOWLEDGED,1536,2026-04-26,SCN186681,2026-03-07,EDI,0
4500000238,00060,ACKNOWLEDGED,177,2026-04-05,SCN506844,2026-03-16,REGRELLO,2
4500000238,00070,MISSING,0,2026-04-06,,,,4
4500000239,00010,ACKNOWLEDGED,18,2026-07-10,SCN694407,2026-05-14,REGRELLO,1
4500000239,00020,MISSING,0,2026-05-20,,,,1
4500000240,00010,PROMISED_LATE,487,2026-08-03,SCN160495,2026-04-07,EDI,0
4500000240,00020,ACKNOWLEDGED,167,2026-06-14,SCN329566,2026-04-06,EDI,1
4500000240,00030,ACKNOWLEDGED,2081,2026-06-27,SCN261127,2026-04-01,EMAIL,2
4500000240,00040,ACKNOWLEDGED,30,2026-04-22,SCN377218,2026-04-05,REGRELLO,1
4500000240,00050,ACKNOWLEDGED,1372,2026-05-03,SCN988826,2026-04-07,EMAIL,2
4500000240,00060,PARTIAL,40,2026-04-11,SCN152542,2026-04-01,PHONE_NOTE,1
4500000241,00010,MISSING,0,2026-06-14,,,,4
4500000241,00020,PARTIAL,51,2026-06-15,SCN791929,2026-04-05,EDI,2
4500000241,00030,ACKNOWLEDGED,172,2026-04-28,SCN962982,2026-04-12,REGRELLO,0
4500000241,00040,MISSING,0,2026-05-23,,,,3
4500000242,00010,ACKNOWLEDGED,124,2026-07-07,SCN152525,2026-04-30,PHONE_NOTE,0
4500000242,00020,PARTIAL,1489,2026-05-12,SCN382446,2026-05-05,PHONE_NOTE,3
4500000242,00030,PROMISED_LATE,1225,2026-08-13,SCN767656,2026-05-10,EDI,2
4500000242,00040,MISSING,0,2026-06-13,,,,4
4500000242,00050,ACKNOWLEDGED,27,2026-05-06,SCN751129,2026-05-03,PHONE_NOTE,2
4500000242,00060,ACKNOWLEDGED,17,2026-06-28,SCN898771,2026-05-02,PHONE_NOTE,0
4500000243,00010,ACKNOWLEDGED,126,2026-05-05,SCN263772,2026-03-18,PORTAL,2
4500000243,00020,PRICE_DISPUTE,1285,2026-06-08,SCN771023,2026-03-21,EMAIL,2
4500000243,00030,ACKNOWLEDGED,281,2026-05-09,SCN191195,2026-03-21,EDI,2
4500000243,00040,ACKNOWLEDGED,121,2026-06-02,SCN570391,2026-03-22,PORTAL,0
4500000244,00010,ACKNOWLEDGED,1163,2026-04-10,SCN366447,2026-02-14,PHONE_NOTE,1
4500000245,00010,ACKNOWLEDGED,62,2026-03-23,SCN206932,2026-02-14,PHONE_NOTE,0
4500000245,00020,ACKNOWLEDGED,72,2026-05-11,SCN647687,2026-02-14,EMAIL,2
4500000245,00030,PROMISED_LATE,1953,2026-05-09,SCN729224,2026-02-09,PORTAL,1
4500000245,00040,ACKNOWLEDGED,130,2026-04-02,SCN159104,2026-02-11,REGRELLO,2
4500000245,00050,MISSING,0,2026-03-07,,,,3
4500000245,00060,PARTIAL,1446,2026-03-03,SCN165024,2026-02-08,EDI,2
4500000246,00010,PARTIAL,213,2026-03-31,SCN784604,2026-03-19,EMAIL,3
4500000246,00020,ACKNOWLEDGED,333,2026-04-04,SCN199714,2026-03-21,EDI,1
4500000246,00030,ACKNOWLEDGED,381,2026-05-06,SCN515906,2026-03-19,EMAIL,2
4500000246,00040,REJECTED,7,,SCN409611,2026-03-18,EMAIL,2
4500000246,00050,PRICE_DISPUTE,1383,2026-06-15,SCN275942,2026-03-25,EMAIL,1
4500000246,00060,PROMISED_LATE,298,2026-04-05,SCN666207,2026-03-21,EDI,2
4500000247,00010,ACKNOWLEDGED,38,2026-04-25,SCN178397,2026-02-15,EDI,2
4500000248,00010,ACKNOWLEDGED,26,2026-05-24,SCN257367,2026-03-05,REGRELLO,1
4500000248,00020,PARTIAL,11,2026-04-12,SCN384298,2026-03-09,PHONE_NOTE,0
4500000249,00010,ACKNOWLEDGED,41,2026-04-04,SCN374196,2026-04-02,PHONE_NOTE,1
4500000249,00020,REJECTED,1515,,SCN166568,2026-03-24,EMAIL,0
4500000249,00030,MISSING,0,2026-04-07,,,,4
4500000249,00040,MISSING,0,2026-04-12,,,,0
4500000249,00050,ACKNOWLEDGED,1489,2026-06-10,SCN439841,2026-03-27,EDI,2
4500000249,00060,PROMISED_LATE,9,2026-05-14,SCN323710,2026-04-01,EMAIL,1
4500000250,00010,MISSING,0,2026-07-25,,,,1
4500000250,00020,MISSING,0,2026-05-23,,,,0
4500000250,00030,ACKNOWLEDGED,154,2026-07-25,SCN206537,2026-05-21,REGRELLO,0
4500000250,00040,PROMISED_LATE,23,2026-07-02,SCN114007,2026-05-14,EMAIL,1
4500000250,00050,ACKNOWLEDGED,142,2026-07-21,SCN997414,2026-05-17,PHONE_NOTE,1
4500000251,00010,PARTIAL,97,2026-04-17,SCN806806,2026-03-24,PORTAL,0
4500000251,00020,MISSING,0,2026-03-28,,,,2
4500000251,00030,MISSING,0,2026-06-17,,,,2
4500000251,00040,PROMISED_LATE,322,2026-06-23,SCN425978,2026-03-29,EMAIL,0
4500000251,00050,PROMISED_LATE,23,2026-06-19,SCN134297,2026-03-28,EMAIL,3
4500000252,00010,ACKNOWLEDGED,1529,2026-04-17,SCN325936,2026-03-16,PORTAL,1
4500000252,00020,PROMISED_LATE,34,2026-04-10,SCN863255,2026-03-21,EMAIL,2
4500000252,00030,ACKNOWLEDGED,9,2026-04-20,SCN264506,2026-03-16,PORTAL,2
4500000252,00040,PARTIAL,196,2026-04-15,SCN891605,2026-03-16,PORTAL,1
4500000253,00010,ACKNOWLEDGED,108,2026-04-11,SCN686108,2026-04-01,PORTAL,2
4500000253,00020,ACKNOWLEDGED,10,2026-06-10,SCN471338,2026-04-03,EDI,0
4500000253,00030,ACKNOWLEDGED,324,2026-05-04,SCN666615,2026-03-30,REGRELLO,2
4500000253,00040,PROMISED_LATE,1580,2026-06-28,SCN748865,2026-03-29,PORTAL,5
4500000253,00050,ACKNOWLEDGED,31,2026-06-09,SCN658495,2026-03-28,PHONE_NOTE,1
4500000253,00060,ACKNOWLEDGED,19,2026-06-13,SCN721630,2026-03-29,PORTAL,2
4500000254,00010,MISSING,0,2026-06-15,,,,0
4500000254,00020,ACKNOWLEDGED,11,2026-05-10,SCN719714,2026-04-13,REGRELLO,1
4500000254,00030,QTY_DISPUTE,75,2026-06-19,SCN700541,2026-04-18,EMAIL,0
4500000254,00040,ACKNOWLEDGED,1340,2026-05-07,SCN955535,2026-04-14,PHONE_NOTE,1
4500000254,00050,ACKNOWLEDGED,309,2026-06-06,SCN304644,2026-04-12,PHONE_NOTE,1
4500000254,00060,MISSING,0,2026-07-06,,,,4
4500000254,00070,QTY_DISPUTE,517,2026-07-10,SCN236252,2026-04-17,REGRELLO,1
4500000255,00010,ACKNOWLEDGED,585,2026-07-07,SCN825072,2026-05-25,PHONE_NOTE,1
4500000255,00020,MISSING,0,2026-07-12,,,,5
4500000255,00030,ACKNOWLEDGED,178,2026-06-07,SCN722843,2026-05-30,PHONE_NOTE,0
4500000255,00040,PROMISED_LATE,556,2026-07-23,SCN512214,2026-06-03,REGRELLO,3
4500000255,00050,ACKNOWLEDGED,958,2026-06-18,SCN857069,2026-05-30,REGRELLO,0
4500000256,00010,MISSING,0,2026-07-11,,,,3
4500000257,00010,ACKNOWLEDGED,11,2026-07-15,SCN997331,2026-05-23,REGRELLO,0
4500000257,00020,MISSING,0,2026-08-11,,,,3
4500000257,00030,PARTIAL,641,2026-05-28,SCN316868,2026-05-16,EDI,1
4500000258,00010,MISSING,0,2026-06-08,,,,3
4500000258,00020,ACKNOWLEDGED,97,2026-06-15,SCN669362,2026-05-04,PHONE_NOTE,1
4500000258,00030,PARTIAL,959,2026-06-16,SCN714214,2026-04-29,PORTAL,1
4500000258,00040,REJECTED,695,,SCN505060,2026-04-24,PORTAL,1
4500000258,00050,ACKNOWLEDGED,668,2026-05-12,SCN332174,2026-04-24,EMAIL,0
4500000258,00060,ACKNOWLEDGED,952,2026-05-27,SCN555085,2026-05-01,EDI,2
4500000258,00070,ACKNOWLEDGED,547,2026-05-31,SCN938723,2026-05-01,REGRELLO,1
4500000259,00010,PROMISED_LATE,12,2026-07-23,SCN543558,2026-05-16,EMAIL,3
4500000259,00020,ACKNOWLEDGED,736,2026-05-24,SCN474384,2026-05-17,EDI,2
4500000259,00030,PROMISED_LATE,425,2026-07-10,SCN218003,2026-05-10,EMAIL,1
4500000259,00040,ACKNOWLEDGED,10,2026-05-26,SCN962769,2026-05-15,PORTAL,2
4500000259,00050,ACKNOWLEDGED,668,2026-07-17,SCN154780,2026-05-14,PORTAL,2
4500000259,00060,ACKNOWLEDGED,107,2026-05-14,SCN312640,2026-05-14,EDI,0
4500000260,00010,MISSING,0,2026-07-16,,,,5
4500000260,00020,MISSING,0,2026-06-04,,,,0
4500000260,00030,MISSING,0,2026-08-08,,,,5
4500000260,00040,PROMISED_LATE,15,2026-07-04,SCN895925,2026-05-21,REGRELLO,1
4500000260,00050,ACKNOWLEDGED,824,2026-06-13,SCN711234,2026-05-14,EMAIL,1
4500000261,00010,MISSING,0,2026-06-18,,,,4
4500000261,00020,ACKNOWLEDGED,157,2026-05-10,SCN835059,2026-05-04,EDI,0
4500000261,00030,PROMISED_LATE,26,2026-07-28,SCN282225,2026-05-05,PHONE_NOTE,4
4500000262,00010,MISSING,0,2026-06-04,,,,0
4500000262,00020,ACKNOWLEDGED,121,2026-07-09,SCN399205,2026-05-02,EDI,0
4500000262,00030,PROMISED_LATE,840,2026-08-01,SCN124515,2026-05-07,PHONE_NOTE,5
4500000262,00040,ACKNOWLEDGED,5,2026-06-30,SCN526965,2026-05-01,PORTAL,1
4500000262,00050,ACKNOWLEDGED,495,2026-05-19,SCN106460,2026-04-27,PORTAL,0
4500000263,00010,ACKNOWLEDGED,2508,2026-07-19,SCN383666,2026-05-09,EMAIL,0
4500000263,00020,ACKNOWLEDGED,33,2026-05-28,SCN456549,2026-05-10,EMAIL,0
4500000263,00030,ACKNOWLEDGED,3995,2026-06-18,SCN134268,2026-05-11,REGRELLO,0
4500000263,00040,PARTIAL,61,2026-06-16,SCN326904,2026-05-10,EDI,1
4500000263,00050,ACKNOWLEDGED,10,2026-06-05,SCN990322,2026-05-18,PHONE_NOTE,1
4500000263,00060,PROMISED_LATE,62,2026-07-30,SCN469294,2026-05-17,REGRELLO,2
4500000263,00070,ACKNOWLEDGED,105,2026-06-12,SCN579739,2026-05-12,PHONE_NOTE,1
4500000264,00010,REJECTED,66,,SCN388721,2026-04-05,EDI,2
4500000264,00020,MISSING,0,2026-05-13,,,,4
4500000264,00030,MISSING,0,2026-06-30,,,,3
4500000264,00040,PARTIAL,56,2026-06-27,SCN910814,2026-04-10,REGRELLO,4
4500000264,00050,ACKNOWLEDGED,1678,2026-06-29,SCN632330,2026-04-02,REGRELLO,2
4500000265,00010,ACKNOWLEDGED,1903,2026-05-06,SCN202977,2026-02-15,REGRELLO,1
4500000265,00020,PARTIAL,44,2026-02-13,SCN858023,2026-02-13,PHONE_NOTE,2
4500000265,00030,PARTIAL,662,2026-02-14,SCN726012,2026-02-13,PORTAL,5
4500000266,00010,PROMISED_LATE,952,2026-03-18,SCN568855,2026-02-07,REGRELLO,2
4500000267,00010,ACKNOWLEDGED,71,2026-05-05,SCN965025,2026-02-15,EMAIL,2
4500000267,00020,ACKNOWLEDGED,150,2026-04-18,SCN676269,2026-02-08,EMAIL,2
4500000267,00030,PRICE_DISPUTE,103,2026-03-22,SCN233129,2026-02-10,REGRELLO,0
4500000268,00010,ACKNOWLEDGED,239,2026-04-10,SCN645620,2026-03-23,PORTAL,0
4500000268,00020,MISSING,0,2026-04-15,,,,0
4500000268,00030,MISSING,0,2026-06-04,,,,5
4500000269,00010,ACKNOWLEDGED,457,2026-06-22,SCN595911,2026-05-14,PORTAL,2
4500000269,00020,REJECTED,916,,SCN289775,2026-05-22,PORTAL,0
4500000269,00030,ACKNOWLEDGED,12,2026-06-01,SCN146787,2026-05-15,PHONE_NOTE,1
4500000269,00040,REJECTED,55,,SCN884836,2026-05-19,PORTAL,0
4500000269,00050,MISSING,0,2026-07-31,,,,3
4500000269,00060,REJECTED,8,,SCN993744,2026-05-17,PORTAL,0
4500000270,00010,PROMISED_LATE,30,2026-03-31,SCN587014,2026-02-18,REGRELLO,0
4500000270,00020,ACKNOWLEDGED,9,2026-05-04,SCN641805,2026-02-11,PHONE_NOTE,2
4500000270,00030,PARTIAL,455,2026-02-27,SCN330283,2026-02-10,PORTAL,3
4500000270,00040,PRICE_DISPUTE,99,2026-03-24,SCN206752,2026-02-08,EMAIL,1
4500000270,00050,ACKNOWLEDGED,50,2026-04-20,SCN425574,2026-02-19,PHONE_NOTE,2
4500000271,00010,MISSING,0,2026-04-13,,,,1
4500000271,00020,ACKNOWLEDGED,1434,2026-03-22,SCN787439,2026-03-07,EMAIL,0
4500000271,00030,ACKNOWLEDGED,129,2026-06-06,SCN425701,2026-03-11,PORTAL,2
4500000271,00040,PROMISED_LATE,4,2026-05-22,SCN700989,2026-03-15,REGRELLO,4
4500000271,00050,PROMISED_LATE,55,2026-04-12,SCN521995,2026-03-04,EDI,4
4500000271,00060,ACKNOWLEDGED,2940,2026-05-13,SCN529308,2026-03-14,PHONE_NOTE,0
4500000271,00070,MISSING,0,2026-03-13,,,,5
4500000272,00010,ACKNOWLEDGED,774,2026-07-05,SCN442513,2026-05-21,REGRELLO,1
4500000272,00020,ACKNOWLEDGED,136,2026-06-22,SCN160280,2026-05-16,EMAIL,2
4500000272,00030,ACKNOWLEDGED,43,2026-05-27,SCN163680,2026-05-13,PORTAL,1
4500000272,00040,ACKNOWLEDGED,79,2026-06-21,SCN742482,2026-05-16,PHONE_NOTE,2
4500000273,00010,MISSING,0,2026-03-25,,,,4
4500000273,00020,ACKNOWLEDGED,137,2026-04-24,SCN958749,2026-02-22,PHONE_NOTE,2
4500000273,00030,ACKNOWLEDGED,34,2026-04-23,SCN877151,2026-02-23,PHONE_NOTE,1
4500000273,00040,ACKNOWLEDGED,80,2026-04-21,SCN534681,2026-02-19,REGRELLO,0
4500000273,00050,PRICE_DISPUTE,28,2026-04-05,SCN216507,2026-02-23,EMAIL,1
4500000274,00010,PARTIAL,77,2026-05-17,SCN758803,2026-03-17,EMAIL,3
4500000274,00020,ACKNOWLEDGED,68,2026-06-08,SCN349843,2026-03-23,PORTAL,2
4500000274,00030,PARTIAL,44,2026-05-21,SCN997339,2026-03-15,EMAIL,5
4500000274,00040,PROMISED_LATE,913,2026-06-05,SCN255241,2026-03-21,REGRELLO,3
4500000274,00050,ACKNOWLEDGED,44,2026-04-26,SCN636743,2026-03-20,PORTAL,0
4500000274,00060,ACKNOWLEDGED,95,2026-06-09,SCN411061,2026-03-23,REGRELLO,2
4500000274,00070,ACKNOWLEDGED,85,2026-05-04,SCN619254,2026-03-15,EDI,2
4500000275,00010,ACKNOWLEDGED,449,2026-06-18,SCN931327,2026-03-22,PORTAL,1
4500000275,00020,QTY_DISPUTE,26,2026-04-04,SCN930715,2026-03-24,EDI,1
4500000275,00030,ACKNOWLEDGED,74,2026-05-18,SCN363819,2026-03-25,EDI,1
4500000275,00040,ACKNOWLEDGED,8,2026-04-06,SCN687408,2026-03-24,PHONE_NOTE,1
4500000275,00050,ACKNOWLEDGED,41,2026-05-27,SCN485355,2026-03-22,EDI,0
4500000275,00060,MISSING,0,2026-03-25,,,,2
4500000275,00070,ACKNOWLEDGED,578,2026-05-12,SCN413313,2026-03-16,PHONE_NOTE,1
4500000276,00010,ACKNOWLEDGED,1022,2026-07-19,SCN556244,2026-05-07,EDI,0
4500000276,00020,MISSING,0,2026-07-13,,,,4
4500000276,00030,ACKNOWLEDGED,113,2026-05-30,SCN506184,2026-05-13,EMAIL,0
4500000276,00040,ACKNOWLEDGED,377,2026-08-01,SCN153768,2026-05-15,EMAIL,1
4500000277,00010,ACKNOWLEDGED,1817,2026-07-25,SCN915959,2026-05-17,EMAIL,2
4500000278,00010,QTY_DISPUTE,41,2026-04-21,SCN619489,2026-03-21,PORTAL,0
4500000278,00020,ACKNOWLEDGED,1274,2026-05-26,SCN793904,2026-03-15,PHONE_NOTE,2
4500000278,00030,ACKNOWLEDGED,160,2026-04-15,SCN102780,2026-03-19,PORTAL,2
4500000278,00040,ACKNOWLEDGED,132,2026-05-30,SCN414941,2026-03-23,EMAIL,1
4500000279,00010,PRICE_DISPUTE,20,2026-08-13,SCN166715,2026-06-03,EMAIL,2
4500000279,00020,ACKNOWLEDGED,163,2026-07-08,SCN401121,2026-05-28,PHONE_NOTE,2
4500000280,00010,ACKNOWLEDGED,1414,2026-06-04,SCN879705,2026-05-20,PHONE_NOTE,2
4500000280,00020,ACKNOWLEDGED,92,2026-07-07,SCN788280,2026-05-15,PORTAL,0
4500000280,00030,ACKNOWLEDGED,437,2026-05-27,SCN367207,2026-05-14,EDI,2
4500000280,00040,ACKNOWLEDGED,62,2026-06-28,SCN546458,2026-05-12,REGRELLO,0
4500000281,00010,PRICE_DISPUTE,306,2026-05-10,SCN358001,2026-03-24,REGRELLO,2
4500000281,00020,PARTIAL,66,2026-06-11,SCN554259,2026-03-26,PORTAL,3
4500000282,00010,PROMISED_LATE,104,2026-07-08,SCN653655,2026-05-18,PORTAL,0
4500000282,00020,ACKNOWLEDGED,1930,2026-07-20,SCN512198,2026-05-16,EDI,2
4500000282,00030,PROMISED_LATE,249,2026-07-23,SCN642100,2026-05-14,PORTAL,4
4500000282,00040,ACKNOWLEDGED,418,2026-06-11,SCN592980,2026-05-23,EDI,2
4500000282,00050,ACKNOWLEDGED,1165,2026-05-31,SCN902925,2026-05-14,EDI,2
4500000282,00060,ACKNOWLEDGED,1522,2026-06-14,SCN641103,2026-05-23,EMAIL,1
4500000283,00010,ACKNOWLEDGED,97,2026-03-13,SCN456500,2026-03-07,EMAIL,2
4500000283,00020,ACKNOWLEDGED,8,2026-03-18,SCN733254,2026-03-03,PHONE_NOTE,0
4500000283,00030,PARTIAL,757,2026-03-24,SCN447899,2026-02-27,REGRELLO,1
4500000283,00040,ACKNOWLEDGED,18,2026-03-28,SCN560653,2026-02-27,REGRELLO,1
4500000283,00050,MISSING,0,2026-03-07,,,,5
4500000283,00060,ACKNOWLEDGED,89,2026-05-08,SCN510438,2026-03-04,PHONE_NOTE,0
4500000283,00070,PARTIAL,1251,2026-04-13,SCN457149,2026-03-01,PHONE_NOTE,0
4500000284,00010,QTY_DISPUTE,1461,2026-02-22,SCN211244,2026-01-29,REGRELLO,2
4500000284,00020,PARTIAL,1626,2026-03-07,SCN333449,2026-01-29,EDI,3
4500000284,00030,ACKNOWLEDGED,190,2026-03-02,SCN297660,2026-01-31,PHONE_NOTE,0
4500000284,00040,PROMISED_LATE,30,2026-03-20,SCN310216,2026-02-09,PHONE_NOTE,2
4500000284,00050,ACKNOWLEDGED,10,2026-03-02,SCN895183,2026-02-08,PHONE_NOTE,2
4500000284,00060,PRICE_DISPUTE,14,2026-04-08,SCN571449,2026-02-08,PHONE_NOTE,1
4500000284,00070,ACKNOWLEDGED,1345,2026-04-08,SCN806066,2026-02-02,EMAIL,0
4500000285,00010,ACKNOWLEDGED,157,2026-04-30,SCN821048,2026-04-22,PORTAL,2
4500000285,00020,ACKNOWLEDGED,6,2026-06-16,SCN621675,2026-04-27,EMAIL,2
4500000285,00030,PARTIAL,105,2026-06-27,SCN345026,2026-04-25,EMAIL,5
4500000285,00040,ACKNOWLEDGED,217,2026-06-14,SCN950823,2026-04-26,REGRELLO,1
4500000286,00010,PARTIAL,50,2026-05-18,SCN309545,2026-03-22,EMAIL,1
4500000286,00020,ACKNOWLEDGED,300,2026-05-25,SCN976436,2026-03-23,REGRELLO,2
4500000286,00030,PARTIAL,282,2026-03-26,SCN498866,2026-03-17,PORTAL,1
4500000286,00040,ACKNOWLEDGED,271,2026-04-27,SCN881518,2026-03-25,REGRELLO,2
4500000286,00050,PARTIAL,1298,2026-05-04,SCN383949,2026-03-26,EDI,1
4500000287,00010,ACKNOWLEDGED,853,2026-03-07,SCN823332,2026-02-21,PHONE_NOTE,1
4500000287,00020,ACKNOWLEDGED,15,2026-05-01,SCN949184,2026-02-17,PHONE_NOTE,1
4500000288,00010,ACKNOWLEDGED,562,2026-04-07,SCN869771,2026-03-28,REGRELLO,2
4500000288,00020,ACKNOWLEDGED,318,2026-05-19,SCN526516,2026-03-29,REGRELLO,0
4500000288,00030,ACKNOWLEDGED,98,2026-04-24,SCN660944,2026-03-30,EMAIL,1
4500000288,00040,ACKNOWLEDGED,503,2026-06-11,SCN568172,2026-04-03,REGRELLO,2
4500000288,00050,ACKNOWLEDGED,1624,2026-05-11,SCN823959,2026-03-25,EDI,0
4500000288,00060,REJECTED,111,,SCN516186,2026-04-01,PORTAL,0
4500000288,00070,ACKNOWLEDGED,308,2026-04-08,SCN948841,2026-04-02,EMAIL,2
4500000289,00010,REJECTED,649,,SCN958690,2026-04-13,PORTAL,0
4500000289,00020,ACKNOWLEDGED,296,2026-05-22,SCN427287,2026-04-19,PORTAL,1
4500000290,00010,REJECTED,133,,SCN280644,2026-05-20,EMAIL,1
4500000291,00010,QTY_DISPUTE,52,2026-04-13,SCN348923,2026-02-26,PORTAL,2
4500000292,00010,MISSING,0,2026-04-26,,,,2
4500000292,00020,ACKNOWLEDGED,561,2026-06-25,SCN283342,2026-04-21,EMAIL,0
4500000292,00030,ACKNOWLEDGED,41,2026-07-09,SCN110885,2026-04-15,REGRELLO,1
4500000292,00040,MISSING,0,2026-05-16,,,,5
4500000292,00050,ACKNOWLEDGED,630,2026-06-15,SCN622350,2026-04-15,EDI,0
4500000293,00010,PROMISED_LATE,1071,2026-07-29,SCN826154,2026-05-13,EMAIL,0
4500000293,00020,PARTIAL,1073,2026-07-17,SCN109643,2026-05-15,REGRELLO,5
4500000293,00030,ACKNOWLEDGED,399,2026-05-18,SCN523638,2026-05-06,EDI,1
4500000293,00040,PARTIAL,23,2026-06-03,SCN343225,2026-05-13,EMAIL,2
4500000293,00050,MISSING,0,2026-06-02,,,,4
4500000293,00060,ACKNOWLEDGED,1992,2026-05-15,SCN875256,2026-05-16,EDI,2
4500000293,00070,ACKNOWLEDGED,46,2026-07-20,SCN914565,2026-05-15,REGRELLO,1
4500000294,00010,PRICE_DISPUTE,1597,2026-07-28,SCN372078,2026-05-14,PORTAL,2
4500000295,00010,QTY_DISPUTE,457,2026-04-06,SCN311025,2026-03-11,EMAIL,2
4500000295,00020,ACKNOWLEDGED,15,2026-05-31,SCN453276,2026-03-09,REGRELLO,2
4500000296,00010,PARTIAL,933,2026-07-05,SCN899965,2026-05-22,REGRELLO,5
4500000296,00020,MISSING,0,2026-06-22,,,,3
4500000297,00010,ACKNOWLEDGED,2780,2026-03-05,SCN163629,2026-02-17,EMAIL,1
4500000297,00020,ACKNOWLEDGED,1790,2026-04-03,SCN547314,2026-02-07,EMAIL,0
4500000298,00010,PROMISED_LATE,30,2026-07-18,SCN572190,2026-04-30,EMAIL,2
4500000298,00020,ACKNOWLEDGED,74,2026-05-18,SCN574069,2026-04-20,PHONE_NOTE,2
4500000298,00030,QTY_DISPUTE,57,2026-04-30,SCN508108,2026-04-27,REGRELLO,0
4500000299,00010,ACKNOWLEDGED,193,2026-03-30,SCN255735,2026-02-09,EDI,1
4500000299,00020,ACKNOWLEDGED,276,2026-02-22,SCN297607,2026-02-15,EDI,2
4500000299,00030,ACKNOWLEDGED,64,2026-02-21,SCN130170,2026-02-12,REGRELLO,0
4500000300,00010,QTY_DISPUTE,1103,2026-08-04,SCN666079,2026-05-10,PHONE_NOTE,1
