mrp_element_id,material_id,plant,mrp_element_type,mrp_element_ref,requirement_date,receipt_qty,requirement_qty,available_qty_after
MRP000003911,M500016,MTY1,POITEM,4500000484/00010/0002,2026-07-22,64,0,
MRP000003912,M500078,PHX1,POITEM,4500000484/00020/0001,2026-06-06,12,0,
MRP000003913,M500078,PHX1,POITEM,4500000484/00020/0002,2026-06-15,4,0,
MRP000003914,M500078,PHX1,POITEM,4500000484/00020/0003,2026-06-09,1,0,
MRP000003915,M500046,KCH1,POITEM,4500000485/00010/0001,2026-05-03,0,0,
MRP000003916,M500046,KCH1,POITEM,4500000485/00010/0002,2026-06-15,0,0,
MRP000003917,M500046,KCH1,POITEM,4500000485/00010/0003,2026-06-03,429,0,
MRP000003918,M500136,AUS1,POITEM,4500000485/00020/0001,2026-05-31,39,0,
MRP000003919,M500088,PHX1,POITEM,4500000485/00030/0001,2026-07-06,0,0,
MRP000003920,M500235,AUS1,POITEM,4500000485/00040/0001,2026-06-20,35,0,
MRP000003921,M500235,AUS1,POITEM,4500000485/00040/0002,2026-07-01,0,0,
MRP000003922,M500037,KCH1,POITEM,4500000485/00050/0001,2026-06-26,29,0,
MRP000003923,M500118,PHX1,POITEM,4500000486/00010/0001,2026-07-06,10,0,
MRP000003924,M500098,KCH1,POITEM,4500000486/00020/0001,2026-05-29,0,0,
MRP000003925,M500280,PHX1,POITEM,4500000486/00030/0001,2026-05-07,23,0,
MRP000003926,M500073,AUS1,POITEM,4500000487/00010/0001,2026-04-14,110,0,
MRP000003927,M500073,AUS1,POITEM,4500000487/00010/0002,2026-04-20,67,0,
MRP000003928,M500073,AUS1,POITEM,4500000487/00010/0003,2026-04-15,65,0,
MRP000003929,M500089,KCH1,POITEM,4500000487/00020/0001,2026-06-27,5,0,
MRP000003930,M500089,KCH1,POITEM,4500000487/00020/0002,2026-05-15,0,0,
MRP000003931,M500151,MTY1,POITEM,4500000487/00030/0001,2026-05-25,2,0,
MRP000003932,M500151,MTY1,POITEM,4500000487/00030/0002,2026-06-03,3,0,
MRP000003933,M500157,MTY1,POITEM,4500000488/00010/0001,2026-05-20,85,0,
MRP000003934,M500157,MTY1,POITEM,4500000488/00010/0002,2026-05-18,58,0,
MRP000003935,M500157,MTY1,POITEM,4500000488/00010/0003,2026-05-20,181,0,
MRP000003936,M500132,MTY1,POITEM,4500000488/00020/0001,2026-06-07,86,0,
MRP000003937,M500248,PHX1,POITEM,4500000488/00030/0001,2026-04-25,0,0,
MRP000003938,M500248,PHX1,POITEM,4500000488/00030/0002,2026-05-06,2,0,
MRP000003939,M500248,PHX1,POITEM,4500000488/00030/0003,2026-05-02,104,0,
MRP000003940,M500111,MTY1,POITEM,4500000488/00040/0001,2026-06-25,361,0,
MRP000003941,M500111,MTY1,POITEM,4500000488/00040/0002,2026-06-22,173,0,
MRP000003942,M500111,MTY1,POITEM,4500000488/00040/0003,2026-07-03,186,0,
MRP000003943,M500195,KCH1,POITEM,4500000488/00050/0001,2026-05-04,2,0,
MRP000003944,M500195,KCH1,POITEM,4500000488/00050/0002,2026-07-05,1,0,
MRP000003945,M500195,KCH1,POITEM,4500000488/00050/0003,2026-07-04,3,0,
MRP000003946,M500132,MTY1,POITEM,4500000488/00060/0001,2026-04-23,297,0,
MRP000003947,M500132,MTY1,POITEM,4500000488/00060/0002,2026-05-04,619,0,
MRP000003948,M500195,KCH1,POITEM,4500000488/00070/0001,2026-04-20,2,0,
MRP000003949,M500195,KCH1,POITEM,4500000488/00070/0002,2026-05-01,1,0,
MRP000003950,M500195,KCH1,POITEM,4500000488/00070/0003,2026-04-22,4,0,
MRP000003951,M500292,DAL1,POITEM,4500000489/00010/0001,2026-05-27,1,0,
MRP000003952,M500292,DAL1,POITEM,4500000489/00010/0002,2026-05-21,0,0,
MRP000003953,M500292,DAL1,POITEM,4500000489/00010/0003,2026-06-09,1,0,
MRP000003954,M500101,MTY1,POITEM,4500000490/00010/0001,2026-03-23,0,0,
MRP000003955,M500011,MTY1,POITEM,4500000491/00010/0001,2026-05-20,0,0,
MRP000003956,M500206,MTY1,POITEM,4500000491/00020/0001,2026-07-29,603,0,
MRP000003957,M500206,MTY1,POITEM,4500000491/00020/0002,2026-08-05,0,0,
MRP000003958,M500033,KCH1,POITEM,4500000491/00030/0001,2026-07-29,5,0,
MRP000003959,M500033,KCH1,POITEM,4500000491/00030/0002,2026-05-26,21,0,
MRP000003960,M500298,KCH1,POITEM,4500000491/00040/0001,2026-06-06,40,0,
MRP000003961,M500298,KCH1,POITEM,4500000491/00040/0002,2026-06-05,50,0,
MRP000003962,M500296,KCH1,POITEM,4500000491/00050/0001,2026-07-28,26,0,
MRP000003963,M500296,KCH1,POITEM,4500000491/00050/0002,2026-07-27,46,0,
MRP000003964,M500296,KCH1,POITEM,4500000491/00050/0003,2026-08-08,0,0,
MRP000003965,M500177,DAL1,POITEM,4500000492/00010/0001,2026-05-06,31,0,
MRP000003966,M500177,DAL1,POITEM,4500000492/00010/0002,2026-04-07,6,0,
MRP000003967,M500177,DAL1,POITEM,4500000492/00010/0003,2026-05-05,116,0,
MRP000003968,M500115,MTY1,POITEM,4500000492/00020/0001,2026-03-26,150,0,
MRP000003969,M500115,MTY1,POITEM,4500000492/00020/0002,2026-04-06,51,0,
MRP000003970,M500115,MTY1,POITEM,4500000492/00020/0003,2026-04-03,402,0,
MRP000003971,M500015,DAL1,POITEM,4500000492/00030/0001,2026-06-02,49,0,
MRP000003972,M500015,DAL1,POITEM,4500000492/00030/0002,2026-06-11,126,0,
MRP000003973,M500149,AUS1,POITEM,4500000492/00040/0001,2026-04-06,13,0,
MRP000003974,M500250,AUS1,POITEM,4500000493/00010/0001,2026-05-06,6,0,
MRP000003975,M500250,AUS1,POITEM,4500000493/00010/0002,2026-03-24,3,0,
MRP000003976,M500185,KCH1,POITEM,4500000493/00020/0001,2026-04-30,0,0,
MRP000003977,M500185,KCH1,POITEM,4500000493/00020/0002,2026-05-16,204,0,
MRP000003978,M500202,KCH1,POITEM,4500000493/00030/0001,2026-05-26,17,0,
MRP000003979,M500116,PHX1,POITEM,4500000493/00040/0001,2026-03-05,248,0,
MRP000003980,M500116,PHX1,POITEM,4500000493/00040/0002,2026-03-12,0,0,
MRP000003981,M500116,PHX1,POITEM,4500000493/00040/0003,2026-05-21,236,0,
MRP000003982,M500197,MTY1,POITEM,4500000494/00010/0001,2026-04-05,283,0,
MRP000003983,M500197,MTY1,POITEM,4500000494/00010/0002,2026-04-15,47,0,
MRP000003984,M500242,MTY1,POITEM,4500000494/00020/0001,2026-05-08,6,0,
MRP000003985,M500242,MTY1,POITEM,4500000494/00020/0002,2026-05-15,18,0,
MRP000003986,M500088,MTY1,POITEM,4500000494/00030/0001,2026-04-15,91,0,
MRP000003987,M500088,MTY1,POITEM,4500000494/00030/0002,2026-04-14,27,0,
MRP000003988,M500097,KCH1,POITEM,4500000494/00040/0001,2026-05-23,185,0,
MRP000003989,M500097,KCH1,POITEM,4500000494/00040/0002,2026-05-31,15,0,
MRP000003990,M500097,KCH1,POITEM,4500000494/00040/0003,2026-05-15,687,0,
MRP000003991,M500113,PHX1,POITEM,4500000494/00050/0001,2026-05-06,37,0,
MRP000003992,M500113,PHX1,POITEM,4500000494/00050/0002,2026-05-14,43,0,
MRP000003993,M500101,MTY1,POITEM,4500000494/00060/0001,2026-03-29,14,0,
MRP000003994,M500101,MTY1,POITEM,4500000494/00060/0002,2026-05-11,3,0,
MRP000003995,M500101,MTY1,POITEM,4500000494/00060/0003,2026-03-30,20,0,
MRP000003996,M500185,KCH1,POITEM,4500000495/00010/0001,2026-05-08,34,0,
MRP000003997,M500185,KCH1,POITEM,4500000495/00010/0002,2026-05-16,12,0,
MRP000003998,M500185,KCH1,POITEM,4500000495/00010/0003,2026-05-17,35,0,
MRP000003999,M500279,MTY1,POITEM,4500000496/00010/0001,2026-08-06,9,0,
MRP000004000,M500279,MTY1,POITEM,4500000496/00010/0002,2026-08-13,11,0,
MRP000004001,M500022,KCH1,POITEM,4500000496/00020/0001,2026-08-05,17,0,
MRP000004002,M500022,KCH1,POITEM,4500000496/00020/0002,2026-08-15,4,0,
MRP000004003,M500022,KCH1,POITEM,4500000496/00020/0003,2026-08-16,29,0,
MRP000004004,M500295,DAL1,POITEM,4500000496/00030/0001,2026-07-25,319,0,
MRP000004005,M500295,DAL1,POITEM,4500000496/00030/0002,2026-08-01,681,0,
MRP000004006,M500144,KCH1,POITEM,4500000496/00040/0001,2026-06-27,4,0,
MRP000004007,M500144,KCH1,POITEM,4500000496/00040/0002,2026-07-04,26,0,
MRP000004008,M500120,KCH1,POITEM,4500000496/00050/0001,2026-05-04,37,0,
MRP000004009,M500120,KCH1,POITEM,4500000496/00050/0002,2026-07-26,42,0,
MRP000004010,M500120,KCH1,POITEM,4500000496/00050/0003,2026-05-17,0,0,
MRP000004011,M500193,DAL1,POITEM,4500000496/00060/0001,2026-06-01,6,0,
MRP000004012,M500193,DAL1,POITEM,4500000496/00060/0002,2026-06-01,6,0,
MRP000004013,M500193,DAL1,POITEM,4500000496/00060/0003,2026-05-30,18,0,
MRP000004014,M500025,DAL1,POITEM,4500000497/00010/0001,2026-04-04,3,0,
MRP000004015,M500099,AUS1,POITEM,4500000497/00020/0001,2026-05-14,6,0,
MRP000004016,M500099,AUS1,POITEM,4500000497/00020/0002,2026-05-04,1,0,
MRP000004017,M500099,AUS1,POITEM,4500000497/00020/0003,2026-05-29,115,0,
MRP000004018,M500007,KCH1,POITEM,4500000497/00030/0001,2026-05-21,44,0,
MRP000004019,M500010,KCH1,POITEM,4500000497/00040/0001,2026-05-05,331,0,
MRP000004020,M500160,DAL1,POITEM,4500000497/00050/0001,2026-03-18,65,0,
MRP000004021,M500160,DAL1,POITEM,4500000497/00050/0002,2026-03-17,78,0,
MRP000004022,M500155,DAL1,POITEM,4500000498/00010/0001,2026-04-12,0,0,
MRP000004023,M500155,DAL1,POITEM,4500000498/00010/0002,2026-04-19,0,0,
MRP000004024,M500155,DAL1,POITEM,4500000498/00010/0003,2026-04-26,0,0,
MRP000004025,M500014,KCH1,POITEM,4500000498/00020/0001,2026-04-30,23,0,
MRP000004026,M500014,KCH1,POITEM,4500000498/00020/0002,2026-05-04,82,0,
MRP000004027,M500014,KCH1,POITEM,4500000498/00020/0003,2026-05-05,0,0,
MRP000004028,M500132,PHX1,POITEM,4500000498/00030/0001,2026-03-29,0,0,
MRP000004029,M500148,KCH1,POITEM,4500000498/00040/0001,2026-05-04,0,0,
MRP000004030,M500120,MTY1,POITEM,4500000498/00050/0001,2026-05-11,1,0,
MRP000004031,M500120,MTY1,POITEM,4500000498/00050/0002,2026-05-08,5,0,
MRP000004032,M500120,MTY1,POITEM,4500000498/00050/0003,2026-05-25,27,0,
MRP000004033,M500281,AUS1,POITEM,4500000498/00060/0001,2026-06-15,2,0,
MRP000004034,M500281,AUS1,POITEM,4500000498/00060/0002,2026-05-21,41,0,
MRP000004035,M500281,AUS1,POITEM,4500000498/00060/0003,2026-06-24,277,0,
MRP000004036,M500276,PHX1,POITEM,4500000499/00010/0001,2026-05-17,126,0,
MRP000004037,M500038,PHX1,POITEM,4500000499/00020/0001,2026-06-17,10,0,
MRP000004038,M500298,KCH1,POITEM,4500000499/00030/0001,2026-05-01,0,0,
MRP000004039,M500298,KCH1,POITEM,4500000499/00030/0002,2026-05-15,21,0,
MRP000004040,M500298,KCH1,POITEM,4500000499/00030/0003,2026-05-05,19,0,
MRP000004041,M500261,DAL1,POITEM,4500000499/00040/0001,2026-07-14,150,0,
MRP000004042,M500234,AUS1,POITEM,4500000499/00050/0001,2026-05-25,0,0,
MRP000004043,M500234,AUS1,POITEM,4500000499/00050/0002,2026-05-24,2,0,
MRP000004044,M500270,KCH1,POITEM,4500000499/00060/0001,2026-05-06,8,0,
MRP000004045,M500270,KCH1,POITEM,4500000499/00060/0002,2026-07-17,1,0,
MRP000004046,M500270,KCH1,POITEM,4500000499/00060/0003,2026-07-25,22,0,
MRP000004047,M500177,AUS1,POITEM,4500000499/00070/0001,2026-05-10,17,0,
MRP000004048,M500177,AUS1,POITEM,4500000499/00070/0002,2026-05-14,153,0,
MRP000004049,M500246,PHX1,POITEM,4500000500/00010/0001,2026-05-16,7,0,
MRP000004050,M500061,DAL1,POITEM,4500000500/00020/0001,2026-04-01,2,0,
MRP000004051,M500096,AUS1,POITEM,4500000500/00030/0001,2026-06-03,0,0,
MRP000004052,M500113,KCH1,POITEM,4500000500/00040/0001,2026-05-26,0,0,
MRP000004053,M500298,KCH1,POITEM,4500000500/00050/0001,2026-04-26,4,0,
MRP000004054,M500298,KCH1,POITEM,4500000500/00050/0002,2026-04-27,0,0,
MRP000004055,M500298,KCH1,POITEM,4500000500/00050/0003,2026-05-10,0,0,
MRP000004056,M500064,MTY1,POITEM,4500000500/00060/0001,2026-06-04,0,0,
MRP000004057,M500064,MTY1,POITEM,4500000500/00060/0002,2026-05-10,3,0,
MRP000004058,M500064,MTY1,POITEM,4500000500/00060/0003,2026-06-06,0,0,
MRP000004059,M500061,DAL1,RESERVATION,RS00000001,2026-06-29,0,762,
MRP000004060,M500146,DAL1,RESERVATION,RS00000002,2026-06-24,0,196,
MRP000004061,M500018,DAL1,RESERVATION,RS00000003,2026-06-24,0,405,
MRP000004062,M500207,DAL1,RESERVATION,RS00000004,2026-06-29,0,51,
MRP000004063,M500244,DAL1,RESERVATION,RS00000005,2026-06-27,0,262,
MRP000004064,M500135,DAL1,RESERVATION,RS00000006,2026-06-27,0,225,
MRP000004065,M500094,DAL1,RESERVATION,RS00000007,2026-06-27,0,262,
MRP000004066,M500287,DAL1,RESERVATION,RS00000008,2026-06-28,0,771,
MRP000004067,M500026,DAL1,RESERVATION,RS00000009,2026-05-31,0,649,
MRP000004068,M500057,DAL1,RESERVATION,RS00000010,2026-05-31,0,412,
MRP000004069,M500085,DAL1,RESERVATION,RS00000011,2026-06-01,0,165,
MRP000004070,M500175,DAL1,RESERVATION,RS00000012,2026-06-03,0,647,
MRP000004071,M500153,DAL1,RESERVATION,RS00000013,2026-05-30,0,332,
MRP000004072,M500165,DAL1,RESERVATION,RS00000014,2026-06-03,0,62,
MRP000004073,M500075,DAL1,RESERVATION,RS00000015,2026-06-02,0,558,
MRP000004074,M500025,MTY1,RESERVATION,RS00000016,2026-05-26,0,438,
MRP000004075,M500227,MTY1,RESERVATION,RS00000017,2026-05-30,0,355,
MRP000004076,M500100,PHX1,RESERVATION,RS00000018,2026-06-25,0,383,
MRP000004077,M500043,PHX1,RESERVATION,RS00000019,2026-06-25,0,174,
MRP000004078,M500229,PHX1,RESERVATION,RS00000020,2026-06-26,0,478,
MRP000004079,M500015,PHX1,RESERVATION,RS00000021,2026-06-27,0,301,
MRP000004080,M500124,KCH1,RESERVATION,RS00000022,2026-06-25,0,669,
MRP000004081,M500243,KCH1,RESERVATION,RS00000023,2026-06-22,0,428,
MRP000004082,M500097,KCH1,RESERVATION,RS00000024,2026-06-27,0,347,
MRP000004083,M500240,KCH1,RESERVATION,RS00000025,2026-06-24,0,757,
MRP000004084,M500110,KCH1,RESERVATION,RS00000026,2026-06-27,0,481,
MRP000004085,M500156,KCH1,RESERVATION,RS00000027,2026-06-26,0,326,
MRP000004086,M500021,KCH1,RESERVATION,RS00000028,2026-06-23,0,380,
MRP000004087,M500255,KCH1,RESERVATION,RS00000029,2026-06-22,0,516,
MRP000004088,M500141,DAL1,RESERVATION,RS00000030,2026-06-07,0,426,
MRP000004089,M500020,DAL1,RESERVATION,RS00000031,2026-06-04,0,792,
MRP000004090,M500239,DAL1,RESERVATION,RS00000032,2026-06-08,0,463,
MRP000004091,M500054,DAL1,RESERVATION,RS00000033,2026-06-08,0,588,
MRP000004092,M500257,DAL1,RESERVATION,RS00000034,2026-06-07,0,533,
MRP000004093,M500218,DAL1,RESERVATION,RS00000035,2026-06-08,0,95,
MRP000004094,M500264,PHX1,RESERVATION,RS00000036,2026-05-27,0,351,
MRP000004095,M500170,PHX1,RESERVATION,RS00000037,2026-05-25,0,654,
MRP000004096,M500147,PHX1,RESERVATION,RS00000038,2026-06-16,0,284,
MRP000004097,M500100,PHX1,RESERVATION,RS00000039,2026-06-15,0,444,
MRP000004098,M500077,PHX1,RESERVATION,RS00000040,2026-06-16,0,194,
MRP000004099,M500019,PHX1,RESERVATION,RS00000041,2026-06-12,0,84,
MRP000004100,M500283,PHX1,RESERVATION,RS00000042,2026-06-13,0,163,
MRP000004101,M500228,MTY1,RESERVATION,RS00000043,2026-05-24,0,323,
MRP000004102,M500071,MTY1,RESERVATION,RS00000044,2026-05-21,0,161,
MRP000004103,M500219,MTY1,RESERVATION,RS00000045,2026-05-20,0,383,
MRP000004104,M500033,MTY1,RESERVATION,RS00000046,2026-05-20,0,694,
MRP000004105,M500008,AUS1,RESERVATION,RS00000047,2026-06-20,0,447,
MRP000004106,M500292,AUS1,RESERVATION,RS00000048,2026-06-21,0,207,
MRP000004107,M500201,AUS1,RESERVATION,RS00000049,2026-06-20,0,556,
MRP000004108,M500236,AUS1,RESERVATION,RS00000050,2026-06-18,0,306,
MRP000004109,M500159,PHX1,RESERVATION,RS00000051,2026-06-08,0,164,
MRP000004110,M500108,PHX1,RESERVATION,RS00000052,2026-06-09,0,446,
MRP000004111,M500247,MTY1,RESERVATION,RS00000053,2026-06-25,0,701,
MRP000004112,M500227,MTY1,RESERVATION,RS00000054,2026-06-23,0,220,
MRP000004113,M500145,MTY1,RESERVATION,RS00000055,2026-06-21,0,167,
MRP000004114,M500244,MTY1,RESERVATION,RS00000056,2026-06-20,0,369,
MRP000004115,M500194,MTY1,RESERVATION,RS00000057,2026-06-23,0,348,
MRP000004116,M500170,PHX1,RESERVATION,RS00000058,2026-06-07,0,391,
MRP000004117,M500200,PHX1,RESERVATION,RS00000059,2026-06-07,0,220,
MRP000004118,M500114,PHX1,RESERVATION,RS00000060,2026-06-05,0,757,
MRP000004119,M500176,PHX1,RESERVATION,RS00000061,2026-06-07,0,652,
MRP000004120,M500253,PHX1,RESERVATION,RS00000062,2026-06-05,0,558,
MRP000004121,M500216,PHX1,RESERVATION,RS00000063,2026-06-03,0,174,
MRP000004122,M500289,MTY1,RESERVATION,RS00000064,2026-06-28,0,701,
MRP000004123,M500094,MTY1,RESERVATION,RS00000065,2026-06-28,0,262,
MRP000004124,M500149,MTY1,RESERVATION,RS00000066,2026-06-30,0,112,
MRP000004125,M500239,KCH1,RESERVATION,RS00000067,2026-05-21,0,94,
MRP000004126,M500124,KCH1,RESERVATION,RS00000068,2026-05-20,0,410,
MRP000004127,M500158,KCH1,RESERVATION,RS00000069,2026-05-20,0,400,
MRP000004128,M500223,KCH1,RESERVATION,RS00000070,2026-05-20,0,487,
MRP000004129,M500057,KCH1,RESERVATION,RS00000071,2026-05-22,0,261,
MRP000004130,M500297,KCH1,RESERVATION,RS00000072,2026-05-22,0,24,
MRP000004131,M500219,KCH1,RESERVATION,RS00000073,2026-05-19,0,697,
MRP000004132,M500113,AUS1,RESERVATION,RS00000074,2026-05-20,0,93,
MRP000004133,M500243,AUS1,RESERVATION,RS00000075,2026-05-21,0,284,
MRP000004134,M500206,AUS1,RESERVATION,RS00000076,2026-05-19,0,238,
MRP000004135,M500036,AUS1,RESERVATION,RS00000077,2026-05-19,0,258,
MRP000004136,M500009,AUS1,RESERVATION,RS00000078,2026-05-23,0,409,
MRP000004137,M500092,AUS1,RESERVATION,RS00000079,2026-05-20,0,435,
MRP000004138,M500025,AUS1,RESERVATION,RS00000080,2026-05-22,0,665,
MRP000004139,M500223,AUS1,RESERVATION,RS00000081,2026-06-14,0,7,
MRP000004140,M500281,AUS1,RESERVATION,RS00000082,2026-06-13,0,166,
MRP000004141,M500289,AUS1,RESERVATION,RS00000083,2026-06-18,0,83,
MRP000004142,M500075,AUS1,RESERVATION,RS00000084,2026-06-18,0,518,
MRP000004143,M500064,AUS1,RESERVATION,RS00000085,2026-06-18,0,11,
MRP000004144,M500082,AUS1,RESERVATION,RS00000086,2026-06-14,0,106,
MRP000004145,M500052,AUS1,RESERVATION,RS00000087,2026-06-17,0,79,
MRP000004146,M500028,PHX1,RESERVATION,RS00000088,2026-07-07,0,791,
MRP000004147,M500210,PHX1,RESERVATION,RS00000089,2026-07-05,0,186,
MRP000004148,M500060,PHX1,RESERVATION,RS00000090,2026-07-06,0,51,
MRP000004149,M500087,PHX1,RESERVATION,RS00000091,2026-07-09,0,567,
MRP000004150,M500155,PHX1,RESERVATION,RS00000092,2026-07-06,0,196,
MRP000004151,M500041,PHX1,RESERVATION,RS00000093,2026-07-08,0,642,
MRP000004152,M500215,PHX1,RESERVATION,RS00000094,2026-07-09,0,255,
MRP000004153,M500221,KCH1,RESERVATION,RS00000095,2026-06-18,0,12,
MRP000004154,M500221,KCH1,RESERVATION,RS00000096,2026-06-18,0,676,
MRP000004155,M500208,KCH1,RESERVATION,RS00000097,2026-06-13,0,86,
MRP000004156,M500148,KCH1,RESERVATION,RS00000098,2026-06-15,0,355,
MRP000004157,M500295,KCH1,RESERVATION,RS00000099,2026-06-17,0,780,
MRP000004158,M500100,KCH1,RESERVATION,RS00000100,2026-06-16,0,547,
MRP000004159,M500089,KCH1,RESERVATION,RS00000101,2026-06-17,0,527,
MRP000004160,M500156,KCH1,RESERVATION,RS00000102,2026-06-08,0,450,
MRP000004161,M500038,KCH1,RESERVATION,RS00000103,2026-06-07,0,646,
MRP000004162,M500298,KCH1,RESERVATION,RS00000104,2026-06-05,0,711,
MRP000004163,M500145,KCH1,RESERVATION,RS00000105,2026-06-10,0,141,
MRP000004164,M500047,KCH1,RESERVATION,RS00000106,2026-06-06,0,195,
MRP000004165,M500280,KCH1,RESERVATION,RS00000107,2026-06-08,0,59,
MRP000004166,M500202,KCH1,RESERVATION,RS00000108,2026-06-09,0,677,
MRP000004167,M500225,MTY1,RESERVATION,RS00000109,2026-05-13,0,586,
MRP000004168,M500042,MTY1,RESERVATION,RS00000110,2026-05-17,0,214,
MRP000004169,M500041,MTY1,RESERVATION,RS00000111,2026-05-15,0,687,
MRP000004170,M500006,MTY1,RESERVATION,RS00000112,2026-05-18,0,388,
MRP000004171,M500232,DAL1,RESERVATION,RS00000113,2026-05-29,0,777,
MRP000004172,M500062,DAL1,RESERVATION,RS00000114,2026-05-29,0,466,
MRP000004173,M500056,DAL1,RESERVATION,RS00000115,2026-06-01,0,156,
MRP000004174,M500173,AUS1,RESERVATION,RS00000116,2026-05-24,0,359,
MRP000004175,M500099,AUS1,RESERVATION,RS00000117,2026-05-27,0,546,
MRP000004176,M500075,AUS1,RESERVATION,RS00000118,2026-05-27,0,400,
MRP000004177,M500247,AUS1,RESERVATION,RS00000119,2026-05-28,0,108,
MRP000004178,M500145,AUS1,RESERVATION,RS00000120,2026-05-25,0,522,
MRP000004179,M500298,AUS1,RESERVATION,RS00000121,2026-07-03,0,554,
MRP000004180,M500267,AUS1,RESERVATION,RS00000122,2026-07-07,0,617,
MRP000004181,M500063,AUS1,RESERVATION,RS00000123,2026-07-06,0,103,
MRP000004182,M500068,AUS1,RESERVATION,RS00000124,2026-07-04,0,411,
MRP000004183,M500275,AUS1,RESERVATION,RS00000125,2026-07-07,0,447,
MRP000004184,M500080,AUS1,RESERVATION,RS00000126,2026-07-08,0,179,
MRP000004185,M500015,AUS1,RESERVATION,RS00000127,2026-07-04,0,592,
MRP000004186,M500031,AUS1,RESERVATION,RS00000128,2026-07-05,0,707,
MRP000004187,M500005,AUS1,RESERVATION,RS00000129,2026-05-29,0,207,
MRP000004188,M500220,AUS1,RESERVATION,RS00000130,2026-05-27,0,292,
MRP000004189,M500027,AUS1,RESERVATION,RS00000131,2026-05-31,0,685,
MRP000004190,M500009,AUS1,RESERVATION,RS00000132,2026-05-28,0,335,
MRP000004191,M500112,AUS1,RESERVATION,RS00000133,2026-05-31,0,545,
MRP000004192,M500188,AUS1,RESERVATION,RS00000134,2026-05-29,0,172,
MRP000004193,M500099,AUS1,RESERVATION,RS00000135,2026-05-28,0,506,
MRP000004194,M500154,DAL1,RESERVATION,RS00000136,2026-05-28,0,508,
MRP000004195,M500253,DAL1,RESERVATION,RS00000137,2026-06-01,0,577,
MRP000004196,M500248,DAL1,RESERVATION,RS00000138,2026-05-31,0,29,
MRP000004197,M500154,DAL1,RESERVATION,RS00000139,2026-05-29,0,284,
MRP000004198,M500104,DAL1,RESERVATION,RS00000140,2026-06-01,0,352,
MRP000004199,M500184,MTY1,RESERVATION,RS00000141,2026-05-31,0,457,
MRP000004200,M500163,MTY1,RESERVATION,RS00000142,2026-05-27,0,614,
MRP000004201,M500043,PHX1,RESERVATION,RS00000143,2026-06-28,0,565,
MRP000004202,M500046,PHX1,RESERVATION,RS00000144,2026-07-03,0,374,
MRP000004203,M500009,AUS1,RESERVATION,RS00000145,2026-07-02,0,205,
MRP000004204,M500197,AUS1,RESERVATION,RS00000146,2026-07-05,0,79,
MRP000004205,M500215,AUS1,RESERVATION,RS00000147,2026-07-05,0,377,
MRP000004206,M500063,AUS1,RESERVATION,RS00000148,2026-07-03,0,47,
MRP000004207,M500169,PHX1,RESERVATION,RS00000149,2026-05-22,0,741,
MRP000004208,M500164,PHX1,RESERVATION,RS00000150,2026-05-22,0,689,
MRP000004209,M500096,PHX1,RESERVATION,RS00000151,2026-05-18,0,365,
MRP000004210,M500201,PHX1,RESERVATION,RS00000152,2026-05-19,0,527,
MRP000004211,M500144,PHX1,RESERVATION,RS00000153,2026-05-21,0,650,
MRP000004212,M500034,PHX1,RESERVATION,RS00000154,2026-05-21,0,265,
MRP000004213,M500161,PHX1,RESERVATION,RS00000155,2026-05-17,0,681,
MRP000004214,M500013,PHX1,RESERVATION,RS00000156,2026-05-20,0,654,
MRP000004215,M500187,KCH1,RESERVATION,RS00000157,2026-06-02,0,132,
MRP000004216,M500241,KCH1,RESERVATION,RS00000158,2026-05-31,0,348,
MRP000004217,M500134,KCH1,RESERVATION,RS00000159,2026-06-18,0,603,
MRP000004218,M500044,KCH1,RESERVATION,RS00000160,2026-06-16,0,583,
MRP000004219,M500235,KCH1,RESERVATION,RS00000161,2026-06-18,0,103,
MRP000004220,M500012,KCH1,RESERVATION,RS00000162,2026-06-14,0,161,
MRP000004221,M500033,KCH1,RESERVATION,RS00000163,2026-06-15,0,437,
MRP000004222,M500276,DAL1,RESERVATION,RS00000164,2026-05-22,0,137,
MRP000004223,M500226,DAL1,RESERVATION,RS00000165,2026-05-21,0,573,
MRP000004224,M500089,DAL1,RESERVATION,RS00000166,2026-05-17,0,363,
MRP000004225,M500079,DAL1,RESERVATION,RS00000167,2026-05-20,0,467,
MRP000004226,M500056,DAL1,RESERVATION,RS00000168,2026-05-19,0,476,
MRP000004227,M500112,DAL1,RESERVATION,RS00000169,2026-05-21,0,751,
MRP000004228,M500027,DAL1,RESERVATION,RS00000170,2026-05-18,0,366,
MRP000004229,M500184,DAL1,RESERVATION,RS00000171,2026-05-20,0,541,
MRP000004230,M500058,KCH1,RESERVATION,RS00000172,2026-07-04,0,180,
MRP000004231,M500196,KCH1,RESERVATION,RS00000173,2026-07-06,0,225,
MRP000004232,M500224,KCH1,RESERVATION,RS00000174,2026-07-04,0,705,
MRP000004233,M500005,KCH1,RESERVATION,RS00000175,2026-07-06,0,721,
MRP000004234,M500089,KCH1,RESERVATION,RS00000176,2026-07-07,0,632,
MRP000004235,M500194,MTY1,RESERVATION,RS00000177,2026-06-10,0,789,
MRP000004236,M500104,MTY1,RESERVATION,RS00000178,2026-06-08,0,297,
MRP000004237,M500047,MTY1,RESERVATION,RS00000179,2026-06-07,0,470,
MRP000004238,M500210,MTY1,RESERVATION,RS00000180,2026-06-08,0,243,
MRP000004239,M500267,MTY1,RESERVATION,RS00000181,2026-06-09,0,698,
