exception_id,exception_type,severity,status,po_number,item_number,material_id,plant,supplier_id,detected_on,due_date,days_past_due,root_cause,financial_impact_estimate,assigned_buyer
EX00001745,PO_OVERDUE,HIGH,NEW,4500000425,00010,M500166,PHX1,S100049,2026-06-30,2026-05-16,45,Open schedule quantity 27 is past due by 45 days.,213.57,APATEL
EX00001746,PO_OVERDUE,HIGH,NEW,4500000425,00030,M500275,PHX1,S100049,2026-06-30,2026-04-20,71,Open schedule quantity 37 is past due by 71 days.,549.08,APATEL
EX00001747,PO_OVERDUE,HIGH,RESOLVED,4500000425,00030,M500275,PHX1,S100049,2026-06-30,2026-04-24,67,Open schedule quantity 44 is past due by 67 days.,652.96,APATEL
EX00001748,PO_OVERDUE,HIGH,NEW,4500000425,00040,M500063,KCH1,S100049,2026-06-30,2026-04-12,79,Open schedule quantity 20 is past due by 79 days.,109.20,APATEL
EX00001749,ACK_MISSING,MEDIUM,RESOLVED,4500000425,00050,M500275,PHX1,S100049,2026-06-30,2026-06-13,17,Supplier acknowledgement missing after PO creation.,0.00,APATEL
EX00001750,ACK_MISSING,MEDIUM,IN_REVIEW,4500000425,00050,M500275,PHX1,S100049,2026-06-30,2026-06-27,3,Supplier acknowledgement missing after PO creation.,0.00,APATEL
EX00001751,ACK_MISSING,MEDIUM,NEW,4500000425,00050,M500275,PHX1,S100049,2026-06-30,2026-06-25,5,Supplier acknowledgement missing after PO creation.,0.00,APATEL
EX00001752,PO_OVERDUE,HIGH,NEW,4500000425,00060,M500096,MTY1,S100049,2026-06-30,2026-04-22,69,Open schedule quantity 9 is past due by 69 days.,132.57,APATEL
EX00001753,PO_OVERDUE,MEDIUM,RESOLVED,4500000426,00010,M500122,DAL1,S100012,2026-06-30,2026-06-25,5,Open schedule quantity 94 is past due by 5 days.,2558.68,LGARCIA
EX00001754,PO_OVERDUE,HIGH,RESOLVED,4500000426,00010,M500122,DAL1,S100012,2026-06-30,2026-06-22,8,Open schedule quantity 28 is past due by 8 days.,762.16,LGARCIA
EX00001755,PO_OVERDUE,MEDIUM,IN_REVIEW,4500000426,00010,M500122,DAL1,S100012,2026-06-30,2026-06-27,3,Open schedule quantity 22 is past due by 3 days.,598.84,LGARCIA
EX00001756,ACK_MISSING,MEDIUM,IN_REVIEW,4500000426,00020,M500124,MTY1,S100012,2026-06-30,2026-06-19,11,Supplier acknowledgement missing after PO creation.,0.00,LGARCIA
EX00001757,PO_OVERDUE,HIGH,IN_REVIEW,4500000427,00010,M500152,PHX1,S100049,2026-06-30,2026-06-14,16,Open schedule quantity 30 is past due by 16 days.,574.80,MWONG
EX00001758,ACK_MISSING,MEDIUM,IN_REVIEW,4500000427,00020,M500042,MTY1,S100049,2026-06-30,2026-07-11,0,Supplier acknowledgement missing after PO creation.,27.96,MWONG
EX00001759,ACK_MISSING,MEDIUM,NEW,4500000427,00020,M500042,MTY1,S100049,2026-06-30,2026-07-13,0,Supplier acknowledgement missing after PO creation.,37.28,MWONG
EX00001760,ACK_MISSING,MEDIUM,NEW,4500000427,00020,M500042,MTY1,S100049,2026-06-30,2026-07-25,0,Supplier acknowledgement missing after PO creation.,0.00,MWONG
EX00001761,ACK_MISSING,MEDIUM,RESOLVED,4500000428,00010,M500104,AUS1,S100035,2026-06-30,2026-07-07,0,Supplier acknowledgement missing after PO creation.,192.78,APATEL
EX00001762,ACK_MISSING,MEDIUM,IN_REVIEW,4500000428,00020,M500117,PHX1,S100035,2026-06-30,2026-09-20,0,Supplier acknowledgement missing after PO creation.,4561.92,APATEL
EX00001763,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000428,00040,M500104,AUS1,S100035,2026-06-30,2026-08-01,0,Supplier committed date is later than requested delivery date.,5864.43,APATEL
EX00001764,PO_OVERDUE,HIGH,IN_REVIEW,4500000428,00040,M500104,AUS1,S100035,2026-06-30,2026-06-20,10,Open schedule quantity 211 is past due by 10 days.,2884.37,APATEL
EX00001765,PO_OVERDUE,HIGH,NEW,4500000428,00050,M500031,MTY1,S100035,2026-06-30,2026-06-05,25,Open schedule quantity 42 is past due by 25 days.,147.00,APATEL
EX00001766,PO_OVERDUE,MEDIUM,ACTION_DRAFTED,4500000428,00070,M500016,AUS1,S100035,2026-06-30,2026-06-25,5,Open schedule quantity 2 is past due by 5 days.,15.10,APATEL
EX00001767,PO_OVERDUE,HIGH,NEW,4500000429,00010,M500088,PHX1,S100005,2026-06-30,2026-06-15,15,Open schedule quantity 74 is past due by 15 days.,509.12,MWONG
EX00001768,PO_OVERDUE,HIGH,NEW,4500000429,00020,M500137,PHX1,S100005,2026-06-30,2026-06-16,14,Open schedule quantity 585 is past due by 14 days.,39013.65,MWONG
EX00001769,PO_OVERDUE,HIGH,NEW,4500000429,00020,M500137,PHX1,S100005,2026-06-30,2026-05-24,37,Open schedule quantity 641 is past due by 37 days.,42748.29,MWONG
EX00001770,PO_OVERDUE,MEDIUM,ACTION_DRAFTED,4500000429,00030,M500206,KCH1,S100005,2026-06-30,2026-06-25,5,Open schedule quantity 210 is past due by 5 days.,1642.20,MWONG
EX00001771,SUPPLIER_COMMIT_LATE,HIGH,ACTION_DRAFTED,4500000430,00010,M500208,DAL1,S100018,2026-06-30,2026-07-02,0,Supplier committed date is later than requested delivery date.,38.04,APATEL
EX00001772,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000430,00010,M500208,DAL1,S100018,2026-06-30,2026-07-08,0,Supplier committed date is later than requested delivery date.,38.04,APATEL
EX00001773,SUPPLIER_COMMIT_LATE,HIGH,ACTION_DRAFTED,4500000430,00010,M500208,DAL1,S100018,2026-06-30,2026-07-14,0,Supplier committed date is later than requested delivery date.,50.72,APATEL
EX00001774,PO_OVERDUE,HIGH,IN_REVIEW,4500000431,00010,M500164,PHX1,S100008,2026-06-30,2026-05-04,57,Open schedule quantity 68 is past due by 57 days.,762.28,SYSTEM
EX00001775,PO_OVERDUE,HIGH,RESOLVED,4500000431,00020,M500080,KCH1,S100008,2026-06-30,2026-04-04,87,Open schedule quantity 16 is past due by 87 days.,134.24,SYSTEM
EX00001776,PO_OVERDUE,HIGH,IN_REVIEW,4500000431,00030,M500037,PHX1,S100008,2026-06-30,2026-05-22,39,Open schedule quantity 1 is past due by 39 days.,1.34,SYSTEM
EX00001777,PO_OVERDUE,HIGH,NEW,4500000431,00030,M500037,PHX1,S100008,2026-06-30,2026-06-08,22,Open schedule quantity 1 is past due by 22 days.,1.34,SYSTEM
EX00001778,PO_OVERDUE,HIGH,NEW,4500000432,00010,M500230,MTY1,S100025,2026-06-30,2026-06-13,17,Open schedule quantity 1 is past due by 17 days.,4.11,LGARCIA
EX00001779,PO_OVERDUE,HIGH,NEW,4500000432,00010,M500230,MTY1,S100025,2026-06-30,2026-06-20,10,Open schedule quantity 3 is past due by 10 days.,12.33,LGARCIA
EX00001780,PO_OVERDUE,HIGH,NEW,4500000432,00020,M500093,MTY1,S100025,2026-06-30,2026-06-19,11,Open schedule quantity 18 is past due by 11 days.,150.48,LGARCIA
EX00001781,PO_OVERDUE,MEDIUM,ACTION_DRAFTED,4500000432,00020,M500093,MTY1,S100025,2026-06-30,2026-06-26,4,Open schedule quantity 78 is past due by 4 days.,652.08,LGARCIA
EX00001782,PO_OVERDUE,MEDIUM,NEW,4500000432,00020,M500093,MTY1,S100025,2026-06-30,2026-06-27,3,Open schedule quantity 492 is past due by 3 days.,4113.12,LGARCIA
EX00001783,PO_OVERDUE,HIGH,IN_REVIEW,4500000432,00030,M500088,PHX1,S100025,2026-06-30,2026-05-24,37,Open schedule quantity 253 is past due by 37 days.,1644.50,LGARCIA
EX00001784,ACK_MISSING,MEDIUM,NEW,4500000433,00030,M500212,KCH1,S100004,2026-06-30,2026-06-13,17,Supplier acknowledgement missing after PO creation.,0.00,MWONG
EX00001785,PO_OVERDUE,HIGH,IN_REVIEW,4500000433,00030,M500212,KCH1,S100004,2026-06-30,2026-06-18,12,Open schedule quantity 56 is past due by 12 days.,714.00,MWONG
EX00001786,PO_OVERDUE,HIGH,NEW,4500000433,00030,M500212,KCH1,S100004,2026-06-30,2026-06-18,12,Open schedule quantity 51 is past due by 12 days.,650.25,MWONG
EX00001787,PO_OVERDUE,HIGH,NEW,4500000433,00040,M500232,AUS1,S100004,2026-06-30,2026-05-23,38,Open schedule quantity 147 is past due by 38 days.,2119.74,MWONG
EX00001788,PO_OVERDUE,HIGH,NEW,4500000433,00050,M500158,PHX1,S100004,2026-06-30,2026-06-13,17,Open schedule quantity 27 is past due by 17 days.,265.95,MWONG
EX00001789,PO_OVERDUE,HIGH,NEW,4500000434,00010,M500245,DAL1,S100034,2026-06-30,2026-06-21,9,Open schedule quantity 240 is past due by 9 days.,2613.60,JSMITH
EX00001790,PO_OVERDUE,HIGH,IN_REVIEW,4500000434,00020,M500214,KCH1,S100034,2026-06-30,2026-05-02,59,Open schedule quantity 4 is past due by 59 days.,10.76,JSMITH
EX00001791,PO_OVERDUE,HIGH,IN_REVIEW,4500000434,00030,M500277,AUS1,S100034,2026-06-30,2026-06-13,17,Open schedule quantity 101 is past due by 17 days.,1339.26,JSMITH
EX00001792,PO_OVERDUE,MEDIUM,IN_REVIEW,4500000434,00040,M500155,KCH1,S100034,2026-06-30,2026-06-26,4,Open schedule quantity 1 is past due by 4 days.,11.44,JSMITH
EX00001793,DELETION_FLAG_ACTIVE,MEDIUM,IN_REVIEW,4500000434,00040,M500155,KCH1,S100034,2026-06-30,2026-07-04,0,PO item has deletion flag but still appears in open supply view.,11.44,JSMITH
EX00001794,PO_OVERDUE,HIGH,IN_REVIEW,4500000434,00050,M500045,DAL1,S100034,2026-06-30,2026-06-14,16,Open schedule quantity 1 is past due by 16 days.,5.14,JSMITH
EX00001795,PO_OVERDUE,HIGH,NEW,4500000434,00050,M500045,DAL1,S100034,2026-06-30,2026-06-14,16,Open schedule quantity 3 is past due by 16 days.,15.42,JSMITH
EX00001796,PO_OVERDUE,HIGH,NEW,4500000435,00010,M500081,KCH1,S100042,2026-06-30,2026-06-13,17,Open schedule quantity 98 is past due by 17 days.,687.96,JSMITH
EX00001797,PO_OVERDUE,MEDIUM,NEW,4500000435,00030,M500228,DAL1,S100042,2026-06-30,2026-06-26,4,Open schedule quantity 424 is past due by 4 days.,7445.44,JSMITH
EX00001798,PO_OVERDUE,HIGH,NEW,4500000435,00040,M500220,KCH1,S100042,2026-06-30,2026-06-21,9,Open schedule quantity 8 is past due by 9 days.,163.92,JSMITH
EX00001799,PO_OVERDUE,HIGH,NEW,4500000437,00010,M500227,KCH1,S100048,2026-06-30,2026-04-10,81,Open schedule quantity 68 is past due by 81 days.,1327.36,APATEL
EX00001800,PO_OVERDUE,HIGH,IN_REVIEW,4500000437,00010,M500227,KCH1,S100048,2026-06-30,2026-04-22,69,Open schedule quantity 364 is past due by 69 days.,7105.28,APATEL
EX00001801,PO_OVERDUE,HIGH,RESOLVED,4500000437,00020,M500171,KCH1,S100048,2026-06-30,2026-04-06,85,Open schedule quantity 12 is past due by 85 days.,98.52,APATEL
EX00001802,PO_OVERDUE,HIGH,NEW,4500000437,00020,M500171,KCH1,S100048,2026-06-30,2026-04-03,88,Open schedule quantity 70 is past due by 88 days.,574.70,APATEL
EX00001803,PO_OVERDUE,HIGH,NEW,4500000437,00030,M500064,MTY1,S100048,2026-06-30,2026-04-03,88,Open schedule quantity 6 is past due by 88 days.,52.98,APATEL
EX00001804,PO_OVERDUE,HIGH,NEW,4500000437,00040,M500149,PHX1,S100048,2026-06-30,2026-03-15,107,Open schedule quantity 5 is past due by 107 days.,75.40,APATEL
EX00001805,PO_OVERDUE,HIGH,NEW,4500000437,00040,M500149,PHX1,S100048,2026-06-30,2026-03-16,106,Open schedule quantity 1 is past due by 106 days.,15.08,APATEL
EX00001806,ACK_MISSING,MEDIUM,IN_REVIEW,4500000437,00050,M500140,MTY1,S100048,2026-06-30,2026-05-24,37,Supplier acknowledgement missing after PO creation.,0.00,APATEL
EX00001807,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000437,00050,M500140,MTY1,S100048,2026-06-30,2026-06-10,20,Open schedule quantity 69 is past due by 20 days.,171.81,APATEL
EX00001808,PO_OVERDUE,MEDIUM,NEW,4500000437,00050,M500140,MTY1,S100048,2026-06-30,2026-06-28,2,Open schedule quantity 142 is past due by 2 days.,353.58,APATEL
EX00001809,SUPPLIER_COMMIT_LATE,HIGH,NEW,4500000438,00030,M500009,MTY1,S100050,2026-06-30,2026-09-29,0,Supplier committed date is later than requested delivery date.,358.20,SYSTEM
EX00001810,PO_OVERDUE,HIGH,NEW,4500000439,00010,M500284,KCH1,S100042,2026-06-30,2026-05-16,45,Open schedule quantity 3 is past due by 45 days.,26.19,LGARCIA
EX00001811,PO_OVERDUE,HIGH,IN_REVIEW,4500000439,00010,M500284,KCH1,S100042,2026-06-30,2026-05-23,38,Open schedule quantity 18 is past due by 38 days.,157.14,LGARCIA
EX00001812,PO_OVERDUE,HIGH,NEW,4500000439,00020,M500249,KCH1,S100042,2026-06-30,2026-06-07,23,Open schedule quantity 14 is past due by 23 days.,8.82,LGARCIA
EX00001813,PO_OVERDUE,HIGH,NEW,4500000439,00030,M500017,PHX1,S100042,2026-06-30,2026-03-25,97,Open schedule quantity 14 is past due by 97 days.,159.32,LGARCIA
EX00001814,PO_OVERDUE,HIGH,NEW,4500000439,00040,M500165,DAL1,S100042,2026-06-30,2026-05-15,46,Open schedule quantity 11 is past due by 46 days.,49.28,LGARCIA
EX00001815,PO_OVERDUE,HIGH,NEW,4500000439,00050,M500122,MTY1,S100042,2026-06-30,2026-04-08,83,Open schedule quantity 667 is past due by 83 days.,16561.61,LGARCIA
EX00001816,PO_OVERDUE,HIGH,NEW,4500000439,00050,M500122,MTY1,S100042,2026-06-30,2026-04-20,71,Open schedule quantity 821 is past due by 71 days.,20385.43,LGARCIA
EX00001817,PO_OVERDUE,HIGH,NEW,4500000439,00060,M500176,AUS1,S100042,2026-06-30,2026-05-15,46,Open schedule quantity 61 is past due by 46 days.,451.40,LGARCIA
EX00001818,PO_OVERDUE,HIGH,RESOLVED,4500000439,00060,M500176,AUS1,S100042,2026-06-30,2026-05-12,49,Open schedule quantity 304 is past due by 49 days.,2249.60,LGARCIA
EX00001819,ACK_MISSING,MEDIUM,NEW,4500000440,00010,M500090,DAL1,S100019,2026-06-30,2026-06-14,16,Supplier acknowledgement missing after PO creation.,0.00,MWONG
EX00001820,ACK_MISSING,MEDIUM,NEW,4500000440,00010,M500090,DAL1,S100019,2026-06-30,2026-08-20,0,Supplier acknowledgement missing after PO creation.,180.60,MWONG
EX00001821,ACK_MISSING,MEDIUM,RESOLVED,4500000440,00010,M500090,DAL1,S100019,2026-06-30,2026-08-09,0,Supplier acknowledgement missing after PO creation.,268.32,MWONG
EX00001822,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000440,00020,M500059,MTY1,S100019,2026-06-30,2026-06-20,10,Open schedule quantity 133 is past due by 10 days.,465.50,MWONG
EX00001823,SUPPLIER_COMMIT_LATE,HIGH,ACTION_DRAFTED,4500000441,00010,M500281,DAL1,S100020,2026-06-30,2026-08-15,0,Supplier committed date is later than requested delivery date.,0.00,LGARCIA
EX00001824,PO_OVERDUE,MEDIUM,NEW,4500000441,00040,M500298,KCH1,S100020,2026-06-30,2026-06-29,1,Open schedule quantity 22 is past due by 1 days.,20.68,LGARCIA
EX00001825,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000441,00070,M500059,MTY1,S100020,2026-06-30,2026-08-08,0,Supplier committed date is later than requested delivery date.,0.00,LGARCIA
EX00001826,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000441,00070,M500059,MTY1,S100020,2026-06-30,2026-08-20,0,Supplier committed date is later than requested delivery date.,58.52,LGARCIA
EX00001827,SUPPLIER_COMMIT_LATE,HIGH,NEW,4500000441,00070,M500059,MTY1,S100020,2026-06-30,2026-08-07,0,Supplier committed date is later than requested delivery date.,267.52,LGARCIA
EX00001828,PO_OVERDUE,HIGH,IN_REVIEW,4500000442,00010,M500139,DAL1,S100010,2026-06-30,2026-05-31,30,Open schedule quantity 75 is past due by 30 days.,653.25,JSMITH
EX00001829,PO_OVERDUE,MEDIUM,NEW,4500000442,00010,M500139,DAL1,S100010,2026-06-30,2026-06-23,7,Open schedule quantity 385 is past due by 7 days.,3353.35,JSMITH
EX00001830,PO_OVERDUE,HIGH,IN_REVIEW,4500000442,00020,M500273,MTY1,S100010,2026-06-30,2026-05-24,37,Open schedule quantity 6 is past due by 37 days.,15.06,JSMITH
EX00001831,ACK_MISSING,MEDIUM,IN_REVIEW,4500000442,00040,M500089,KCH1,S100010,2026-06-30,2026-05-28,33,Supplier acknowledgement missing after PO creation.,0.00,JSMITH
EX00001832,DELETION_FLAG_ACTIVE,MEDIUM,NEW,4500000442,00050,M500271,DAL1,S100010,2026-06-30,2026-04-18,73,PO item has deletion flag but still appears in open supply view.,0.00,JSMITH
EX00001833,DELETION_FLAG_ACTIVE,MEDIUM,NEW,4500000442,00050,M500271,DAL1,S100010,2026-06-30,2026-06-28,2,PO item has deletion flag but still appears in open supply view.,0.00,JSMITH
EX00001834,PO_OVERDUE,HIGH,NEW,4500000443,00010,M500088,PHX1,S100025,2026-06-30,2026-05-08,53,Open schedule quantity 22 is past due by 53 days.,126.28,JSMITH
EX00001835,PO_OVERDUE,HIGH,RESOLVED,4500000443,00020,M500163,DAL1,S100025,2026-06-30,2026-05-23,38,Open schedule quantity 1 is past due by 38 days.,11.67,JSMITH
EX00001836,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000443,00020,M500163,DAL1,S100025,2026-06-30,2026-06-19,11,Open schedule quantity 1 is past due by 11 days.,11.67,JSMITH
EX00001837,ACK_MISSING,MEDIUM,NEW,4500000443,00030,M500244,MTY1,S100025,2026-06-30,2026-06-27,3,Supplier acknowledgement missing after PO creation.,0.00,JSMITH
EX00001838,PO_OVERDUE,HIGH,IN_REVIEW,4500000444,00010,M500288,AUS1,S100009,2026-06-30,2026-06-09,21,Open schedule quantity 8 is past due by 21 days.,85.76,APATEL
EX00001839,PO_OVERDUE,HIGH,NEW,4500000444,00020,M500064,MTY1,S100009,2026-06-30,2026-06-07,23,Open schedule quantity 1 is past due by 23 days.,8.40,APATEL
EX00001840,PO_OVERDUE,HIGH,NEW,4500000444,00020,M500064,MTY1,S100009,2026-06-30,2026-06-14,16,Open schedule quantity 16 is past due by 16 days.,134.40,APATEL
EX00001841,PO_OVERDUE,MEDIUM,IN_REVIEW,4500000444,00040,M500051,AUS1,S100009,2026-06-30,2026-06-27,3,Open schedule quantity 1 is past due by 3 days.,33.52,APATEL
EX00001842,ACK_MISSING,MEDIUM,ACTION_DRAFTED,4500000444,00040,M500051,AUS1,S100009,2026-06-30,2026-06-06,24,Supplier acknowledgement missing after PO creation.,0.00,APATEL
EX00001843,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000445,00010,M500250,MTY1,S100017,2026-06-30,2026-04-28,63,Open schedule quantity 1 is past due by 63 days.,7.94,APATEL
EX00001844,PO_OVERDUE,HIGH,IN_REVIEW,4500000445,00020,M500132,DAL1,S100017,2026-06-30,2026-04-09,82,Open schedule quantity 27 is past due by 82 days.,366.66,APATEL
EX00001845,PO_OVERDUE,HIGH,NEW,4500000445,00020,M500132,DAL1,S100017,2026-06-30,2026-04-05,86,Open schedule quantity 163 is past due by 86 days.,2213.54,APATEL
EX00001846,PO_OVERDUE,HIGH,RESOLVED,4500000445,00030,M500167,DAL1,S100017,2026-06-30,2026-06-14,16,Open schedule quantity 418 is past due by 16 days.,1283.26,APATEL
EX00001847,PO_OVERDUE,HIGH,NEW,4500000445,00030,M500167,DAL1,S100017,2026-06-30,2026-06-22,8,Open schedule quantity 448 is past due by 8 days.,1375.36,APATEL
EX00001848,PO_OVERDUE,HIGH,RESOLVED,4500000445,00040,M500058,MTY1,S100017,2026-06-30,2026-05-14,47,Open schedule quantity 127 is past due by 47 days.,1987.55,APATEL
EX00001849,PO_OVERDUE,HIGH,IN_REVIEW,4500000445,00040,M500058,MTY1,S100017,2026-06-30,2026-05-12,49,Open schedule quantity 524 is past due by 49 days.,8200.60,APATEL
EX00001850,PO_OVERDUE,MEDIUM,IN_REVIEW,4500000445,00050,M500174,KCH1,S100017,2026-06-30,2026-06-25,5,Open schedule quantity 11 is past due by 5 days.,119.35,APATEL
EX00001851,PO_OVERDUE,HIGH,IN_REVIEW,4500000445,00050,M500174,KCH1,S100017,2026-06-30,2026-05-27,34,Open schedule quantity 166 is past due by 34 days.,1801.10,APATEL
EX00001852,PO_OVERDUE,HIGH,NEW,4500000445,00060,M500285,KCH1,S100017,2026-06-30,2026-06-02,28,Open schedule quantity 33 is past due by 28 days.,68.64,APATEL
EX00001853,PO_OVERDUE,HIGH,NEW,4500000445,00070,M500278,AUS1,S100017,2026-06-30,2026-04-19,72,Open schedule quantity 581 is past due by 72 days.,33233.20,APATEL
EX00001854,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000446,00010,M500007,KCH1,S100008,2026-06-30,2026-09-06,0,Supplier committed date is later than requested delivery date.,622.44,SYSTEM
EX00001855,PO_OVERDUE,MEDIUM,NEW,4500000446,00020,M500093,PHX1,S100008,2026-06-30,2026-06-24,6,Open schedule quantity 145 is past due by 6 days.,1129.55,SYSTEM
EX00001856,SUPPLIER_COMMIT_LATE,HIGH,NEW,4500000446,00040,M500151,MTY1,S100008,2026-06-30,2026-07-25,0,Supplier committed date is later than requested delivery date.,11067.48,SYSTEM
EX00001857,PO_OVERDUE,MEDIUM,IN_REVIEW,4500000446,00050,M500296,MTY1,S100008,2026-06-30,2026-06-23,7,Open schedule quantity 8 is past due by 7 days.,17.20,SYSTEM
EX00001858,PO_OVERDUE,HIGH,NEW,4500000447,00010,M500079,PHX1,S100014,2026-06-30,2026-05-27,34,Open schedule quantity 4 is past due by 34 days.,38.20,JSMITH
EX00001859,SUPPLIER_COMMIT_LATE,HIGH,NEW,4500000447,00030,M500291,DAL1,S100014,2026-06-30,2026-05-05,56,Supplier committed date is later than requested delivery date.,0.00,JSMITH
EX00001860,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000447,00040,M500076,AUS1,S100014,2026-06-30,2026-06-04,26,Open schedule quantity 47 is past due by 26 days.,1174.53,JSMITH
EX00001861,PO_OVERDUE,MEDIUM,NEW,4500000447,00040,M500076,AUS1,S100014,2026-06-30,2026-06-24,6,Open schedule quantity 62 is past due by 6 days.,1549.38,JSMITH
EX00001862,PO_OVERDUE,HIGH,NEW,4500000447,00060,M500001,AUS1,S100014,2026-06-30,2026-06-16,14,Open schedule quantity 5 is past due by 14 days.,38.00,JSMITH
EX00001863,PO_OVERDUE,HIGH,NEW,4500000448,00010,M500023,KCH1,S100034,2026-06-30,2026-04-01,90,Open schedule quantity 2 is past due by 90 days.,14.90,APATEL
EX00001864,PO_OVERDUE,HIGH,NEW,4500000448,00010,M500023,KCH1,S100034,2026-06-30,2026-04-15,76,Open schedule quantity 2 is past due by 76 days.,14.90,APATEL
EX00001865,PO_OVERDUE,HIGH,IN_REVIEW,4500000448,00020,M500037,AUS1,S100034,2026-06-30,2026-05-25,36,Open schedule quantity 33 is past due by 36 days.,39.93,APATEL
EX00001866,PO_OVERDUE,HIGH,IN_REVIEW,4500000448,00030,M500045,DAL1,S100034,2026-06-30,2026-06-15,15,Open schedule quantity 8 is past due by 15 days.,34.48,APATEL
EX00001867,PO_OVERDUE,HIGH,NEW,4500000448,00030,M500045,DAL1,S100034,2026-06-30,2026-06-13,17,Open schedule quantity 214 is past due by 17 days.,922.34,APATEL
EX00001868,SUPPLIER_COMMIT_LATE,HIGH,NEW,4500000448,00040,M500146,KCH1,S100034,2026-06-30,2026-06-11,19,Supplier committed date is later than requested delivery date.,0.00,APATEL
EX00001869,PO_OVERDUE,HIGH,NEW,4500000449,00020,M500144,KCH1,S100007,2026-06-30,2026-03-27,95,Open schedule quantity 3 is past due by 95 days.,54.54,LGARCIA
EX00001870,ACK_MISSING,MEDIUM,IN_REVIEW,4500000449,00020,M500144,KCH1,S100007,2026-06-30,2026-03-25,97,Supplier acknowledgement missing after PO creation.,0.00,LGARCIA
EX00001871,PO_OVERDUE,HIGH,IN_REVIEW,4500000449,00030,M500085,MTY1,S100007,2026-06-30,2026-06-11,19,Open schedule quantity 1 is past due by 19 days.,9.38,LGARCIA
EX00001872,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000449,00040,M500057,PHX1,S100007,2026-06-30,2026-04-23,68,Open schedule quantity 518 is past due by 68 days.,828.80,LGARCIA
EX00001873,PO_OVERDUE,HIGH,NEW,4500000449,00050,M500180,PHX1,S100007,2026-06-30,2026-06-16,14,Open schedule quantity 2 is past due by 14 days.,239.42,LGARCIA
EX00001874,PO_OVERDUE,HIGH,IN_REVIEW,4500000449,00050,M500180,PHX1,S100007,2026-06-30,2026-04-08,83,Open schedule quantity 32 is past due by 83 days.,3830.72,LGARCIA
EX00001875,ACK_MISSING,MEDIUM,NEW,4500000450,00030,M500097,MTY1,S100018,2026-06-30,2026-08-05,0,Supplier acknowledgement missing after PO creation.,9.18,SYSTEM
EX00001876,ACK_MISSING,MEDIUM,NEW,4500000450,00030,M500097,MTY1,S100018,2026-06-30,2026-08-10,0,Supplier acknowledgement missing after PO creation.,41.31,SYSTEM
EX00001877,PO_OVERDUE,HIGH,IN_REVIEW,4500000450,00040,M500184,DAL1,S100018,2026-06-30,2026-06-16,14,Open schedule quantity 1 is past due by 14 days.,22.48,SYSTEM
EX00001878,PO_OVERDUE,HIGH,NEW,4500000451,00010,M500116,PHX1,S100032,2026-06-30,2026-06-03,27,Open schedule quantity 2 is past due by 27 days.,37.78,JSMITH
EX00001879,PO_OVERDUE,HIGH,ACTION_DRAFTED,4500000451,00010,M500116,PHX1,S100032,2026-06-30,2026-06-13,17,Open schedule quantity 6 is past due by 17 days.,113.34,JSMITH
EX00001880,SUPPLIER_COMMIT_LATE,HIGH,ACTION_DRAFTED,4500000451,00020,M500099,KCH1,S100032,2026-06-30,2026-08-10,0,Supplier committed date is later than requested delivery date.,499.50,JSMITH
EX00001881,SUPPLIER_COMMIT_LATE,HIGH,RESOLVED,4500000451,00020,M500099,KCH1,S100032,2026-06-30,2026-08-16,0,Supplier committed date is later than requested delivery date.,55.50,JSMITH
EX00001882,SUPPLIER_COMMIT_LATE,HIGH,IN_REVIEW,4500000451,00020,M500099,KCH1,S100032,2026-06-30,2026-08-10,0,Supplier committed date is later than requested delivery date.,832.50,JSMITH
EX00001883,PO_OVERDUE,HIGH,IN_REVIEW,4500000451,00030,M500145,AUS1,S100032,2026-06-30,2026-06-10,20,Open schedule quantity 64 is past due by 20 days.,762.24,JSMITH
EX00001884,PO_OVERDUE,MEDIUM,IN_REVIEW,4500000451,00030,M500145,AUS1,S100032,2026-06-30,2026-06-23,7,Open schedule quantity 33 is past due by 7 days.,393.03,JSMITH
EX00001885,PO_OVERDUE,HIGH,RESOLVED,4500000452,00050,M500268,KCH1,S100010,2026-06-30,2026-06-12,18,Open schedule quantity 14 is past due by 18 days.,436.10,APATEL
EX00001886,PO_OVERDUE,HIGH,NEW,4500000453,00010,M500012,AUS1,S100026,2026-06-30,2026-06-18,12,Open schedule quantity 4 is past due by 12 days.,8.56,MWONG
EX00001887,PO_OVERDUE,MEDIUM,NEW,4500000453,00010,M500012,AUS1,S100026,2026-06-30,2026-06-23,7,Open schedule quantity 14 is past due by 7 days.,29.96,MWONG
EX00001888,PO_OVERDUE,HIGH,NEW,4500000453,00020,M500220,DAL1,S100026,2026-06-30,2026-05-29,32,Open schedule quantity 259 is past due by 32 days.,4553.22,MWONG
