material_doc,material_doc_year,po_number,item_number,movement_type,posting_date,received_qty,plant,storage_location,batch_number,created_by,reference_doc
5000002337,2026,4500000372,00010,101,2026-07-05,55,AUS1,0001,,WHUSER1,4500000372
5000002338,2026,4500000372,00010,101,2026-07-11,107,AUS1,0001,,SYSTEM,4500000372
5000002339,2026,4500000372,00020,101,2026-06-08,373,AUS1,0001,,WHUSER2,4500000372
5000002340,2026,4500000372,00020,101,2026-06-16,56,AUS1,0001,,SYSTEM,4500000372
5000002341,2026,4500000372,00020,101,2026-06-17,393,AUS1,0001,,SYSTEM,4500000372
5000002342,2026,4500000372,00030,101,2026-05-09,6,DAL1,0001,,WHUSER1,4500000372
5000002343,2026,4500000372,00030,101,2026-07-10,5,DAL1,0001,,RFSCAN,4500000372
5000002344,2026,4500000372,00030,101,2026-05-08,22,DAL1,0001,,WHUSER2,4500000372
5000002345,2026,4500000372,00040,101,2026-06-28,200,DAL1,0001,B54733,WHUSER1,4500000372
5000002346,2026,4500000373,00010,101,2026-04-09,20,KCH1,0001,,RFSCAN,4500000373
5000002347,2026,4500000373,00010,101,2026-04-23,28,KCH1,0001,,WHUSER1,4500000373
5000002348,2026,4500000374,00010,101,2026-05-19,69,MTY1,0001,,WHUSER2,4500000374
5000002349,2026,4500000374,00030,101,2026-05-25,2,MTY1,0001,,SYSTEM,4500000374
5000002350,2026,4500000374,00030,101,2026-03-31,3,MTY1,0001,,SYSTEM,4500000374
5000002351,2026,4500000374,00030,101,2026-04-17,4,MTY1,0001,,WHUSER2,4500000374
5000002352,2026,4500000374,00040,101,2026-05-28,30,DAL1,0001,B98071,WHUSER2,4500000374
5000002353,2026,4500000374,00050,103,2026-04-13,35,MTY1,REC1,,RFSCAN,4500000374
5000002354,2026,4500000374,00060,101,2026-04-17,18,AUS1,0001,B16179,RFSCAN,4500000374
5000002355,2026,4500000374,00070,101,2026-03-23,1,AUS1,0001,B64613,WHUSER2,4500000374
5000002356,2026,4500000374,00070,101,2026-03-23,4,AUS1,0001,B29779,RFSCAN,4500000374
5000002357,2026,4500000374,00070,101,2026-03-22,4,AUS1,0001,B79584,RFSCAN,4500000374
5000002358,2026,4500000376,00030,101,2026-05-14,93,PHX1,0001,B68670,WHUSER1,4500000376
5000002359,2026,4500000376,00030,101,2026-05-26,86,PHX1,0001,B87454,SYSTEM,4500000376
5000002360,2026,4500000376,00040,101,2026-05-26,1428,PHX1,REC1,,WHUSER2,4500000376
5000002361,2026,4500000377,00010,101,2026-04-26,104,KCH1,0001,,WHUSER1,4500000377
5000002362,2026,4500000377,00020,101,2026-06-27,1496,KCH1,0001,,SYSTEM,4500000377
5000002363,2026,4500000377,00030,103,2026-05-14,13,KCH1,REC1,,WHUSER2,4500000377
5000002364,2026,4500000377,00030,101,2026-05-25,13,KCH1,0001,,WHUSER1,4500000377
5000002365,2026,4500000378,00010,101,2026-05-28,2,DAL1,0001,,WHUSER1,4500000378
5000002366,2026,4500000378,00010,101,2026-05-31,11,DAL1,0001,,RFSCAN,4500000378
5000002367,2026,4500000378,00020,101,2026-04-05,20,DAL1,0001,,WHUSER1,4500000378
5000002368,2026,4500000378,00030,101,2026-05-19,465,AUS1,REC1,,SYSTEM,4500000378
5000002369,2026,4500000378,00030,101,2026-05-29,494,AUS1,REC1,,WHUSER1,4500000378
5000002370,2026,4500000378,00040,101,2026-05-05,27,DAL1,0001,B10923,SYSTEM,4500000378
5000002371,2026,4500000378,00040,101,2026-05-11,70,DAL1,0001,B82192,WHUSER1,4500000378
5000002372,2026,4500000379,00010,105,2026-05-26,63,KCH1,0001,,WHUSER2,4500000379
5000002373,2026,4500000379,00010,101,2026-04-30,67,KCH1,0001,,SYSTEM,4500000379
5000002374,2026,4500000379,00020,122,2026-03-11,9,PHX1,0001,B69874,WHUSER1,4500000379
5000002375,2026,4500000379,00020,101,2026-05-27,20,PHX1,0001,B75236,SYSTEM,4500000379
5000002376,2026,4500000379,00020,101,2026-03-29,113,PHX1,0001,B17281,SYSTEM,4500000379
5000002377,2026,4500000380,00010,101,2026-05-31,3,PHX1,0001,,WHUSER2,4500000380
5000002378,2026,4500000380,00010,101,2026-04-03,15,PHX1,0001,,RFSCAN,4500000380
5000002379,2026,4500000380,00010,101,2026-04-08,26,PHX1,0001,,WHUSER2,4500000380
5000002380,2026,4500000380,00030,101,2026-05-14,4,MTY1,0001,,WHUSER2,4500000380
5000002381,2026,4500000380,00030,101,2026-05-28,7,MTY1,0001,,SYSTEM,4500000380
5000002382,2026,4500000381,00010,101,2026-05-30,2000,AUS1,0001,,WHUSER2,4500000381
5000002383,2026,4500000382,00010,101,2026-04-25,86,DAL1,0001,,SYSTEM,4500000382
5000002384,2026,4500000382,00010,101,2026-04-20,92,DAL1,0001,,WHUSER1,4500000382
5000002385,2026,4500000382,00010,101,2026-05-29,183,DAL1,0001,,WHUSER1,4500000382
5000002386,2026,4500000382,00020,101,2026-05-29,42,DAL1,0001,,SYSTEM,4500000382
5000002387,2026,4500000382,00020,101,2026-05-02,98,DAL1,0001,,WHUSER1,4500000382
5000002388,2026,4500000382,00030,101,2026-04-17,7,AUS1,0001,,RFSCAN,4500000382
5000002389,2026,4500000382,00030,101,2026-05-04,28,AUS1,0001,,SYSTEM,4500000382
5000002390,2026,4500000382,00040,103,2026-05-24,54,MTY1,0001,,RFSCAN,4500000382
5000002391,2026,4500000382,00040,101,2026-04-03,123,MTY1,0001,,SYSTEM,4500000382
5000002392,2026,4500000382,00050,105,2026-06-03,921,MTY1,0001,,RFSCAN,4500000382
5000002393,2026,4500000382,00060,101,2026-05-28,20,AUS1,0001,,WHUSER2,4500000382
5000002394,2026,4500000383,00010,101,2026-03-17,50,KCH1,0001,,WHUSER2,4500000383
5000002395,2026,4500000383,00020,122,2026-05-11,1879,DAL1,0001,,WHUSER2,4500000383
5000002396,2026,4500000383,00030,101,2026-04-18,5,DAL1,REC1,B27621,RFSCAN,4500000383
5000002397,2026,4500000383,00030,101,2026-04-14,2,DAL1,0001,B94905,WHUSER2,4500000383
5000002398,2026,4500000383,00030,101,2026-04-25,37,DAL1,0001,B88439,SYSTEM,4500000383
5000002399,2026,4500000383,00040,101,2026-02-24,1108,DAL1,0001,,WHUSER1,4500000383
5000002400,2026,4500000383,00040,101,2026-05-07,1892,DAL1,0001,,SYSTEM,4500000383
5000002401,2026,4500000383,00050,101,2026-05-15,84,DAL1,0001,,RFSCAN,4500000383
5000002402,2026,4500000383,00050,101,2026-05-22,193,DAL1,REC1,,SYSTEM,4500000383
5000002403,2026,4500000383,00060,101,2026-05-21,182,MTY1,0001,,WHUSER2,4500000383
5000002404,2026,4500000384,00010,101,2026-05-18,372,PHX1,0001,B48160,WHUSER2,4500000384
5000002405,2026,4500000384,00010,101,2026-05-26,528,PHX1,0001,B94866,RFSCAN,4500000384
5000002406,2026,4500000384,00020,101,2026-05-27,288,MTY1,0001,,WHUSER2,4500000384
5000002407,2026,4500000384,00020,101,2026-05-08,717,MTY1,0001,,WHUSER2,4500000384
5000002408,2026,4500000384,00020,101,2026-05-09,604,MTY1,0001,,SYSTEM,4500000384
5000002409,2026,4500000384,00030,101,2026-05-11,3,MTY1,0001,,SYSTEM,4500000384
5000002410,2026,4500000384,00040,101,2026-03-28,11,DAL1,0001,,RFSCAN,4500000384
5000002411,2026,4500000384,00040,101,2026-06-02,362,DAL1,0001,,WHUSER1,4500000384
5000002412,2026,4500000384,00050,101,2026-05-25,964,MTY1,0001,B27667,RFSCAN,4500000384
5000002413,2026,4500000385,00010,101,2026-08-09,89,DAL1,0001,B82496,WHUSER2,4500000385
5000002414,2026,4500000385,00010,101,2026-08-24,138,DAL1,0001,B97285,RFSCAN,4500000385
5000002415,2026,4500000385,00010,105,2026-05-03,769,DAL1,REC1,B68064,WHUSER1,4500000385
5000002416,2026,4500000385,00020,101,2026-06-06,56,MTY1,0001,,WHUSER2,4500000385
5000002417,2026,4500000385,00020,101,2026-06-15,26,MTY1,0001,,RFSCAN,4500000385
5000002418,2026,4500000385,00020,101,2026-06-11,387,MTY1,0001,,WHUSER1,4500000385
5000002419,2026,4500000385,00030,101,2026-06-05,11,DAL1,0001,,SYSTEM,4500000385
5000002420,2026,4500000385,00030,101,2026-06-03,43,DAL1,0001,,SYSTEM,4500000385
5000002421,2026,4500000385,00040,101,2026-06-21,2,DAL1,0001,,WHUSER2,4500000385
5000002422,2026,4500000385,00040,101,2026-05-26,7,DAL1,0001,,RFSCAN,4500000385
5000002423,2026,4500000385,00040,103,2026-05-04,20,DAL1,0001,,RFSCAN,4500000385
5000002424,2026,4500000385,00050,101,2026-05-26,7,PHX1,0001,,WHUSER1,4500000385
5000002425,2026,4500000385,00050,101,2026-09-11,7,PHX1,0001,,SYSTEM,4500000385
5000002426,2026,4500000385,00060,101,2026-07-17,206,KCH1,0001,,RFSCAN,4500000385
5000002427,2026,4500000385,00060,122,2026-07-23,1219,KCH1,0001,,WHUSER1,4500000385
5000002428,2026,4500000385,00060,101,2026-07-25,1462,KCH1,0001,,WHUSER1,4500000385
5000002429,2026,4500000385,00070,101,2026-08-26,1688,KCH1,0001,,WHUSER1,4500000385
5000002430,2026,4500000386,00010,101,2026-05-24,40,MTY1,0001,,WHUSER1,4500000386
5000002431,2026,4500000386,00020,101,2026-05-11,34,AUS1,0001,,WHUSER1,4500000386
5000002432,2026,4500000386,00020,101,2026-05-26,40,AUS1,0001,,WHUSER1,4500000386
5000002433,2026,4500000386,00030,101,2026-05-27,74,DAL1,0001,,SYSTEM,4500000386
5000002434,2026,4500000386,00030,101,2026-03-12,117,DAL1,0001,,RFSCAN,4500000386
5000002435,2026,4500000386,00040,101,2026-05-05,37,DAL1,REC1,,RFSCAN,4500000386
5000002436,2026,4500000386,00040,101,2026-03-21,437,DAL1,0001,,WHUSER2,4500000386
5000002437,2026,4500000386,00040,101,2026-05-11,526,DAL1,REC1,,SYSTEM,4500000386
5000002438,2026,4500000386,00050,101,2026-05-04,103,AUS1,REC1,,RFSCAN,4500000386
5000002439,2026,4500000386,00050,101,2026-05-16,196,AUS1,0001,,RFSCAN,4500000386
5000002440,2026,4500000386,00060,101,2026-03-10,1000,AUS1,0001,,WHUSER2,4500000386
5000002441,2026,4500000386,00070,101,2026-05-23,47,AUS1,0001,,WHUSER2,4500000386
5000002442,2026,4500000386,00070,101,2026-05-12,21,AUS1,0001,,SYSTEM,4500000386
5000002443,2026,4500000387,00010,101,2026-06-18,396,MTY1,0001,,WHUSER2,4500000387
5000002444,2026,4500000387,00020,101,2026-06-19,1840,MTY1,0001,,SYSTEM,4500000387
5000002445,2026,4500000387,00030,101,2026-04-27,167,AUS1,0001,,WHUSER2,4500000387
5000002446,2026,4500000387,00030,101,2026-05-08,22,AUS1,0001,,WHUSER1,4500000387
5000002447,2026,4500000387,00030,101,2026-05-18,278,AUS1,0001,,SYSTEM,4500000387
5000002448,2026,4500000387,00040,101,2026-05-13,84,MTY1,0001,,WHUSER1,4500000387
5000002449,2026,4500000387,00040,101,2026-05-22,74,MTY1,REC1,,WHUSER1,4500000387
5000002450,2026,4500000387,00040,101,2026-05-25,268,MTY1,0001,,WHUSER2,4500000387
5000002451,2026,4500000387,00050,101,2026-05-04,1,AUS1,REC1,,RFSCAN,4500000387
5000002452,2026,4500000387,00050,101,2026-05-11,34,AUS1,0001,,WHUSER2,4500000387
5000002453,2026,4500000387,00060,101,2026-05-18,731,AUS1,0001,,WHUSER2,4500000387
5000002454,2026,4500000387,00060,101,2026-05-09,1772,AUS1,REC1,,SYSTEM,4500000387
5000002455,2026,4500000389,00010,101,2026-07-05,658,MTY1,0001,,WHUSER2,4500000389
5000002456,2026,4500000389,00010,103,2026-07-02,1448,MTY1,0001,,RFSCAN,4500000389
5000002457,2026,4500000389,00020,101,2026-06-26,125,PHX1,0001,,SYSTEM,4500000389
5000002458,2026,4500000389,00020,101,2026-05-27,39,PHX1,0001,,SYSTEM,4500000389
5000002459,2026,4500000389,00020,101,2026-07-08,522,PHX1,0001,,SYSTEM,4500000389
5000002460,2026,4500000389,00030,105,2026-05-20,133,DAL1,0001,,RFSCAN,4500000389
5000002461,2026,4500000389,00030,101,2026-05-16,272,DAL1,0001,,WHUSER2,4500000389
5000002462,2026,4500000389,00040,101,2026-05-22,603,DAL1,0001,,WHUSER1,4500000389
5000002463,2026,4500000389,00040,101,2026-05-26,42,DAL1,REC1,,SYSTEM,4500000389
5000002464,2026,4500000389,00040,101,2026-05-21,768,DAL1,0001,,WHUSER2,4500000389
5000002465,2026,4500000389,00050,101,2026-06-16,6,DAL1,0001,,WHUSER1,4500000389
5000002466,2026,4500000389,00050,101,2026-06-26,16,DAL1,0001,,RFSCAN,4500000389
5000002467,2026,4500000390,00010,101,2026-04-16,37,MTY1,0001,,SYSTEM,4500000390
5000002468,2026,4500000390,00020,101,2026-05-22,4,DAL1,0001,,SYSTEM,4500000390
5000002469,2026,4500000390,00020,101,2026-05-17,395,DAL1,0001,,WHUSER1,4500000390
5000002470,2026,4500000390,00030,101,2026-05-25,9,AUS1,0001,,SYSTEM,4500000390
5000002471,2026,4500000390,00030,101,2026-04-24,9,AUS1,0001,,SYSTEM,4500000390
5000002472,2026,4500000390,00030,101,2026-04-26,59,AUS1,0001,,RFSCAN,4500000390
5000002473,2026,4500000390,00040,101,2026-04-22,481,PHX1,0001,,WHUSER2,4500000390
5000002474,2026,4500000390,00040,101,2026-04-27,821,PHX1,0001,,WHUSER1,4500000390
5000002475,2026,4500000391,00010,101,2026-05-12,207,KCH1,REC1,B66469,RFSCAN,4500000391
5000002476,2026,4500000391,00010,101,2026-05-25,185,KCH1,0001,B75088,WHUSER1,4500000391
5000002477,2026,4500000391,00020,101,2026-03-13,91,PHX1,0001,,WHUSER2,4500000391
5000002478,2026,4500000391,00030,101,2026-04-29,68,KCH1,0001,,WHUSER1,4500000391
5000002479,2026,4500000391,00030,101,2026-05-06,77,KCH1,0001,,WHUSER1,4500000391
5000002480,2026,4500000391,00040,101,2026-05-26,9,AUS1,0001,,WHUSER1,4500000391
5000002481,2026,4500000391,00050,101,2026-05-25,241,PHX1,0001,B25215,RFSCAN,4500000391
5000002482,2026,4500000391,00050,101,2026-03-06,130,PHX1,0001,B55237,WHUSER2,4500000391
5000002483,2026,4500000391,00050,101,2026-03-18,297,PHX1,0001,B92633,RFSCAN,4500000391
5000002484,2026,4500000391,00060,101,2026-03-18,604,AUS1,REC1,,RFSCAN,4500000391
5000002485,2026,4500000391,00060,101,2026-03-09,768,AUS1,0001,,RFSCAN,4500000391
5000002486,2026,4500000391,00060,101,2026-03-30,1440,AUS1,0001,,RFSCAN,4500000391
5000002487,2026,4500000392,00010,101,2026-04-12,500,MTY1,0001,,SYSTEM,4500000392
5000002488,2026,4500000392,00020,101,2026-03-22,6,AUS1,0001,,RFSCAN,4500000392
5000002489,2026,4500000392,00020,101,2026-03-25,13,AUS1,0001,,RFSCAN,4500000392
5000002490,2026,4500000392,00030,101,2026-04-29,67,AUS1,0001,,WHUSER2,4500000392
5000002491,2026,4500000392,00030,101,2026-05-11,202,AUS1,REC1,,WHUSER1,4500000392
5000002492,2026,4500000392,00030,101,2026-05-04,413,AUS1,0001,,SYSTEM,4500000392
5000002493,2026,4500000392,00040,101,2026-03-18,40,KCH1,0001,,WHUSER2,4500000392
5000002494,2026,4500000392,00050,101,2026-04-03,33,KCH1,0001,B64234,WHUSER2,4500000392
5000002495,2026,4500000392,00050,101,2026-04-01,32,KCH1,REC1,B44401,WHUSER1,4500000392
5000002496,2026,4500000392,00060,101,2026-04-27,17,DAL1,0001,B22966,RFSCAN,4500000392
5000002497,2026,4500000392,00060,101,2026-05-11,82,DAL1,0001,B31921,WHUSER2,4500000392
5000002498,2026,4500000392,00060,101,2026-04-23,45,DAL1,0001,B85922,WHUSER1,4500000392
5000002499,2026,4500000393,00020,101,2026-05-09,112,MTY1,0001,,WHUSER1,4500000393
5000002500,2026,4500000393,00030,105,2026-05-14,63,DAL1,0001,,WHUSER2,4500000393
5000002501,2026,4500000393,00030,101,2026-05-10,394,DAL1,0001,,WHUSER2,4500000393
5000002502,2026,4500000393,00050,101,2026-05-25,3,MTY1,0001,B78578,WHUSER1,4500000393
5000002503,2026,4500000394,00010,101,2026-05-13,15,DAL1,0001,,SYSTEM,4500000394
5000002504,2026,4500000394,00010,101,2026-05-24,3,DAL1,REC1,,SYSTEM,4500000394
5000002505,2026,4500000395,00010,101,2026-04-04,122,AUS1,0001,,RFSCAN,4500000395
5000002506,2026,4500000395,00010,101,2026-04-08,1,AUS1,0001,,WHUSER2,4500000395
5000002507,2026,4500000395,00010,101,2026-04-16,126,AUS1,REC1,,RFSCAN,4500000395
5000002508,2026,4500000396,00010,101,2026-02-21,718,KCH1,0001,,SYSTEM,4500000396
5000002509,2026,4500000396,00010,101,2026-02-27,526,KCH1,0001,,SYSTEM,4500000396
5000002510,2026,4500000396,00020,101,2026-03-09,776,KCH1,0001,,WHUSER2,4500000396
5000002511,2026,4500000396,00020,101,2026-05-07,1024,KCH1,0001,,RFSCAN,4500000396
5000002512,2026,4500000396,00030,101,2026-04-18,13,AUS1,0001,,WHUSER2,4500000396
5000002513,2026,4500000396,00030,101,2026-05-01,15,AUS1,0001,,SYSTEM,4500000396
5000002514,2026,4500000396,00040,101,2026-03-14,5,MTY1,0001,,WHUSER1,4500000396
5000002515,2026,4500000396,00040,101,2026-03-28,15,MTY1,REC1,,RFSCAN,4500000396
5000002516,2026,4500000396,00040,101,2026-03-28,52,MTY1,0001,,WHUSER1,4500000396
5000002517,2026,4500000397,00010,101,2026-07-09,196,KCH1,0001,,WHUSER1,4500000397
5000002518,2026,4500000397,00010,101,2026-07-11,78,KCH1,0001,,WHUSER2,4500000397
5000002519,2026,4500000397,00020,101,2026-07-15,334,MTY1,0001,,WHUSER2,4500000397
5000002520,2026,4500000397,00020,101,2026-05-25,497,MTY1,0001,,WHUSER2,4500000397
5000002521,2026,4500000397,00030,101,2026-07-10,118,MTY1,0001,,SYSTEM,4500000397
5000002522,2026,4500000397,00030,103,2026-07-18,458,MTY1,REC1,,RFSCAN,4500000397
5000002523,2026,4500000397,00040,101,2026-05-08,2,AUS1,0001,,WHUSER2,4500000397
5000002524,2026,4500000397,00040,101,2026-05-10,34,AUS1,REC1,,WHUSER2,4500000397
5000002525,2026,4500000397,00050,101,2026-05-28,73,PHX1,0001,,SYSTEM,4500000397
5000002526,2026,4500000397,00060,101,2026-06-22,1445,PHX1,0001,,WHUSER2,4500000397
5000002527,2026,4500000397,00070,101,2026-05-16,5,PHX1,0001,,WHUSER1,4500000397
5000002528,2026,4500000397,00070,101,2026-05-12,2,PHX1,REC1,,WHUSER1,4500000397
5000002529,2026,4500000397,00070,103,2026-07-28,2,PHX1,0001,,SYSTEM,4500000397
5000002530,2026,4500000398,00010,101,2026-06-24,68,DAL1,0001,,WHUSER2,4500000398
5000002531,2026,4500000398,00010,101,2026-05-28,174,DAL1,0001,,WHUSER2,4500000398
5000002532,2026,4500000398,00020,101,2026-06-26,144,KCH1,0001,,RFSCAN,4500000398
5000002533,2026,4500000398,00030,101,2026-04-06,1,KCH1,0001,,WHUSER1,4500000398
5000002534,2026,4500000398,00030,101,2026-05-19,1,KCH1,0001,,WHUSER1,4500000398
5000002535,2026,4500000398,00030,101,2026-04-17,58,KCH1,0001,,RFSCAN,4500000398
5000002536,2026,4500000398,00040,103,2026-05-20,10,PHX1,0001,,SYSTEM,4500000398
5000002537,2026,4500000398,00040,101,2026-05-31,9,PHX1,0001,,WHUSER2,4500000398
5000002538,2026,4500000398,00040,103,2026-05-23,8,PHX1,REC1,,SYSTEM,4500000398
5000002539,2026,4500000398,00050,101,2026-06-09,64,PHX1,0001,,WHUSER1,4500000398
5000002540,2026,4500000398,00050,101,2026-05-26,584,PHX1,0001,,WHUSER2,4500000398
5000002541,2026,4500000399,00010,101,2026-05-05,89,DAL1,0001,B26613,WHUSER2,4500000399
5000002542,2026,4500000399,00010,101,2026-05-10,21,DAL1,0001,B28829,WHUSER2,4500000399
5000002543,2026,4500000399,00010,101,2026-05-15,376,DAL1,0001,B89110,WHUSER2,4500000399
5000002544,2026,4500000399,00020,101,2026-05-31,16,DAL1,0001,B93356,WHUSER1,4500000399
5000002545,2026,4500000399,00020,101,2026-06-16,1452,DAL1,0001,B48203,SYSTEM,4500000399
5000002546,2026,4500000399,00030,101,2026-05-10,5,PHX1,0001,,WHUSER2,4500000399
5000002547,2026,4500000399,00030,101,2026-05-19,2,PHX1,0001,,SYSTEM,4500000399
5000002548,2026,4500000399,00040,101,2026-05-13,30,AUS1,0001,,RFSCAN,4500000399
5000002549,2026,4500000400,00020,105,2026-05-14,10,MTY1,0001,,SYSTEM,4500000400
5000002550,2026,4500000401,00010,101,2026-05-11,1,KCH1,REC1,,RFSCAN,4500000401
5000002551,2026,4500000401,00010,101,2026-05-28,8,KCH1,0001,,SYSTEM,4500000401
5000002552,2026,4500000401,00020,101,2026-05-18,4,MTY1,0001,,SYSTEM,4500000401
5000002553,2026,4500000401,00020,101,2026-06-02,7,MTY1,0001,,RFSCAN,4500000401
5000002554,2026,4500000401,00020,101,2026-05-11,14,MTY1,0001,,SYSTEM,4500000401
5000002555,2026,4500000402,00010,101,2026-05-21,37,PHX1,0001,,SYSTEM,4500000402
5000002556,2026,4500000402,00020,101,2026-05-29,5,MTY1,0001,,SYSTEM,4500000402
5000002557,2026,4500000402,00020,101,2026-05-27,11,MTY1,0001,,WHUSER2,4500000402
5000002558,2026,4500000404,00010,101,2026-07-11,477,DAL1,0001,,WHUSER1,4500000404
5000002559,2026,4500000404,00010,122,2026-07-18,46,DAL1,0001,,WHUSER1,4500000404
5000002560,2026,4500000404,00010,101,2026-07-14,1222,DAL1,0001,,WHUSER2,4500000404
5000002561,2026,4500000404,00020,105,2026-06-02,15,KCH1,0001,,SYSTEM,4500000404
5000002562,2026,4500000404,00020,101,2026-05-26,8,KCH1,0001,,WHUSER1,4500000404
5000002563,2026,4500000404,00030,101,2026-06-05,242,DAL1,0001,,WHUSER2,4500000404
5000002564,2026,4500000404,00030,101,2026-05-16,86,DAL1,REC1,,WHUSER1,4500000404
5000002565,2026,4500000404,00030,103,2026-06-04,789,DAL1,REC1,,RFSCAN,4500000404
5000002566,2026,4500000404,00040,101,2026-06-09,29,AUS1,0001,B55955,RFSCAN,4500000404
5000002567,2026,4500000404,00040,101,2026-06-22,51,AUS1,0001,B84261,RFSCAN,4500000404
5000002568,2026,4500000404,00050,101,2026-05-04,20,PHX1,0001,,WHUSER2,4500000404
5000002569,2026,4500000404,00050,101,2026-05-29,14,PHX1,0001,,WHUSER2,4500000404
5000002570,2026,4500000405,00010,101,2026-07-11,194,KCH1,0001,,SYSTEM,4500000405
5000002571,2026,4500000405,00010,101,2026-05-13,401,KCH1,0001,,WHUSER1,4500000405
5000002572,2026,4500000405,00010,101,2026-07-11,929,KCH1,0001,,SYSTEM,4500000405
5000002573,2026,4500000405,00020,101,2026-07-12,4,DAL1,0001,,RFSCAN,4500000405
5000002574,2026,4500000405,00020,105,2026-07-14,46,DAL1,0001,,RFSCAN,4500000405
5000002575,2026,4500000405,00030,101,2026-07-26,665,AUS1,REC1,B73793,SYSTEM,4500000405
5000002576,2026,4500000405,00030,105,2026-07-27,835,AUS1,0001,B80426,WHUSER2,4500000405
5000002577,2026,4500000405,00040,101,2026-05-25,70,PHX1,0001,B47496,RFSCAN,4500000405
5000002578,2026,4500000405,00050,101,2026-05-25,29,DAL1,0001,,SYSTEM,4500000405
5000002579,2026,4500000405,00060,101,2026-05-28,49,PHX1,0001,,SYSTEM,4500000405
5000002580,2026,4500000405,00060,101,2026-07-04,17,PHX1,0001,,WHUSER1,4500000405
5000002581,2026,4500000405,00060,101,2026-07-08,28,PHX1,0001,,SYSTEM,4500000405
5000002582,2026,4500000407,00040,101,2026-05-27,14,KCH1,0001,,WHUSER2,4500000407
5000002583,2026,4500000408,00010,101,2026-03-18,16,KCH1,0001,,SYSTEM,4500000408
5000002584,2026,4500000408,00010,101,2026-05-19,214,KCH1,REC1,,WHUSER2,4500000408
5000002585,2026,4500000408,00020,101,2026-05-28,149,MTY1,0001,,WHUSER1,4500000408
5000002586,2026,4500000409,00010,101,2026-06-25,825,AUS1,0001,,SYSTEM,4500000409
5000002587,2026,4500000409,00010,101,2026-06-29,246,AUS1,0001,,RFSCAN,4500000409
5000002588,2026,4500000409,00010,101,2026-05-22,511,AUS1,0001,,SYSTEM,4500000409
5000002589,2026,4500000409,00020,101,2026-08-08,66,PHX1,0001,,SYSTEM,4500000409
5000002590,2026,4500000409,00020,101,2026-08-08,16,PHX1,0001,,WHUSER1,4500000409
5000002591,2026,4500000409,00020,101,2026-08-10,90,PHX1,REC1,,SYSTEM,4500000409
5000002592,2026,4500000411,00040,101,2026-05-27,17,MTY1,0001,,WHUSER2,4500000411
5000002593,2026,4500000413,00010,101,2026-06-11,400,DAL1,0001,,WHUSER1,4500000413
5000002594,2026,4500000413,00020,101,2026-05-14,14,KCH1,0001,,WHUSER2,4500000413
5000002595,2026,4500000413,00020,101,2026-07-29,13,KCH1,0001,,RFSCAN,4500000413
5000002596,2026,4500000413,00030,101,2026-05-30,151,MTY1,0001,B16839,SYSTEM,4500000413
5000002597,2026,4500000413,00030,101,2026-06-01,71,MTY1,0001,B99264,RFSCAN,4500000413
5000002598,2026,4500000413,00030,101,2026-06-09,235,MTY1,REC1,B26316,WHUSER2,4500000413
5000002599,2026,4500000413,00040,101,2026-06-07,351,MTY1,0001,,WHUSER2,4500000413
5000002600,2026,4500000413,00040,101,2026-05-28,337,MTY1,0001,,WHUSER2,4500000413
5000002601,2026,4500000414,00010,105,2026-04-18,1,DAL1,REC1,,WHUSER1,4500000414
5000002602,2026,4500000414,00010,101,2026-04-29,19,DAL1,0001,,WHUSER2,4500000414
5000002603,2026,4500000414,00030,101,2026-05-01,156,MTY1,0001,B81973,WHUSER2,4500000414
5000002604,2026,4500000414,00040,101,2026-04-13,28,PHX1,0001,,RFSCAN,4500000414
5000002605,2026,4500000414,00040,103,2026-05-26,2,PHX1,0001,,WHUSER2,4500000414
5000002606,2026,4500000414,00040,101,2026-05-21,49,PHX1,REC1,,SYSTEM,4500000414
5000002607,2026,4500000414,00060,101,2026-05-07,16,DAL1,0001,,WHUSER2,4500000414
5000002608,2026,4500000414,00070,101,2026-04-29,400,PHX1,0001,,RFSCAN,4500000414
5000002609,2026,4500000416,00010,101,2026-04-09,13,MTY1,0001,,SYSTEM,4500000416
5000002610,2026,4500000416,00010,101,2026-05-13,41,MTY1,0001,,RFSCAN,4500000416
5000002611,2026,4500000416,00020,101,2026-04-25,16,PHX1,0001,,WHUSER1,4500000416
5000002612,2026,4500000416,00020,101,2026-04-29,504,PHX1,REC1,,WHUSER1,4500000416
5000002613,2026,4500000416,00040,101,2026-04-08,975,AUS1,0001,,RFSCAN,4500000416
5000002614,2026,4500000416,00050,101,2026-05-25,75,AUS1,0001,,SYSTEM,4500000416
5000002615,2026,4500000416,00060,101,2026-04-13,83,MTY1,0001,,WHUSER1,4500000416
5000002616,2026,4500000416,00060,101,2026-04-22,50,MTY1,0001,,WHUSER1,4500000416
5000002617,2026,4500000416,00060,101,2026-04-08,43,MTY1,0001,,SYSTEM,4500000416
5000002618,2026,4500000416,00070,101,2026-05-23,9,KCH1,0001,,WHUSER2,4500000416
5000002619,2026,4500000416,00070,101,2026-05-28,9,KCH1,0001,,RFSCAN,4500000416
5000002620,2026,4500000417,00010,101,2026-05-26,4,DAL1,0001,B36066,RFSCAN,4500000417
5000002621,2026,4500000417,00020,101,2026-05-28,51,KCH1,0001,,WHUSER1,4500000417
5000002622,2026,4500000417,00030,101,2026-05-18,6,DAL1,0001,B63061,WHUSER1,4500000417
