asn_number,po_number,item_number,schedule_line,supplier_id,shipped_qty,ship_date,expected_delivery_date,carrier,tracking_number,status,last_status_update
ASN00001528,4500000374,00010,0001,S100025,9,,2026-06-07,DHL,C59AF50D-143,PENDING_PICKUP,2026-05-24
ASN00001529,4500000374,00020,0001,S100025,2,2026-05-25,2026-06-17,Supplier Truck,6981E668-008,DELAYED,2026-05-26
ASN00001530,4500000374,00020,0002,S100025,97,2026-05-23,2026-06-10,UPS,97F48421-859,DELAYED,2026-05-24
ASN00001531,4500000374,00030,0002,S100025,1,,2026-06-01,FedEx,B23707A5-601,NOT_SHIPPED,2026-05-25
ASN00001532,4500000374,00050,0001,S100025,2,,2026-05-31,FedEx,CBB37EF3-A41,NOT_SHIPPED,2026-05-24
ASN00001533,4500000374,00060,0001,S100025,1,2026-05-20,2026-05-29,Local Carrier,32272D63-582,IN_TRANSIT,2026-05-23
ASN00001534,4500000374,00070,0001,S100025,1,2026-05-18,2026-06-09,UPS,A59DDF4E-2FD,CUSTOMS_HOLD,2026-05-28
ASN00001535,4500000375,00020,0001,S100027,35,2026-05-24,2026-06-27,DHL,2640A2D2-7FB,DELAYED,2026-05-28
ASN00001536,4500000375,00020,0002,S100027,3,2026-05-24,2026-06-24,Supplier Truck,58BF69C5-C6B,DELAYED,2026-05-25
ASN00001537,4500000375,00020,0003,S100027,85,2026-05-24,2026-06-18,Supplier Truck,4F5B3FAA-6C2,DELAYED,2026-05-27
ASN00001538,4500000376,00020,0001,S100033,73,2026-05-19,2026-06-14,Local Carrier,FF38706D-0E4,IN_TRANSIT,2026-05-28
ASN00001539,4500000376,00030,0002,S100033,19,2026-05-22,2026-06-08,UPS,33C1ADBD-98B,IN_TRANSIT,2026-05-28
ASN00001540,4500000376,00040,0002,S100033,1030,2026-05-28,2026-06-27,Maersk,3EC5B4DD-91B,CUSTOMS_HOLD,2026-05-23
ASN00001541,4500000376,00040,0003,S100033,1146,2026-05-18,2026-06-03,Supplier Truck,AB32B966-504,CUSTOMS_HOLD,2026-05-26
ASN00001542,4500000377,00010,0001,S100015,304,2026-05-19,2026-06-01,UPS,B4D825A3-4F5,DELIVERED,2026-05-24
ASN00001543,4500000377,00020,0001,S100015,4,2026-05-18,2026-06-04,Supplier Truck,E009EC58-655,DELAYED,2026-05-25
ASN00001544,4500000377,00030,0001,S100015,5,2026-05-23,2026-06-15,DHL,58D0C45F-F92,IN_TRANSIT,2026-05-23
ASN00001545,4500000378,00010,0001,S100031,1,2026-05-23,2026-06-10,Local Carrier,FF512BB7-653,IN_TRANSIT,2026-05-28
ASN00001546,4500000378,00010,0002,S100031,3,2026-05-25,2026-06-17,FedEx,8C336E94-77A,DELAYED,2026-05-27
ASN00001547,4500000378,00030,0003,S100031,34,,2026-05-25,Local Carrier,E620F864-B53,NOT_SHIPPED,2026-05-24
ASN00001548,4500000379,00020,0001,S100039,1,,2026-06-10,Local Carrier,6557DF3A-AF7,PENDING_PICKUP,2026-05-27
ASN00001549,4500000379,00020,0002,S100039,1,2026-05-20,2026-06-13,Local Carrier,5852CB8A-96A,IN_TRANSIT,2026-05-28
ASN00001550,4500000380,00010,0002,S100046,1,2026-05-24,2026-05-28,FedEx,3CAA9599-842,IN_TRANSIT,2026-05-28
ASN00001551,4500000380,00020,0001,S100046,2197,,2026-06-15,Supplier Truck,5FAA8DC9-BAF,PENDING_PICKUP,2026-05-25
ASN00001552,4500000380,00030,0001,S100046,4,2026-05-24,2026-06-15,Maersk,50A50AE9-0C4,IN_TRANSIT,2026-05-25
ASN00001553,4500000380,00030,0002,S100046,1,2026-05-22,2026-06-15,Maersk,ECEB45A9-F04,DELAYED,2026-05-28
ASN00001554,4500000382,00010,0001,S100023,24,,2026-05-27,FedEx,F2148736-A85,NOT_SHIPPED,2026-05-23
ASN00001555,4500000382,00010,0002,S100023,6,2026-05-21,2026-06-26,UPS,92417855-90D,CUSTOMS_HOLD,2026-05-27
ASN00001556,4500000382,00020,0001,S100023,6,2026-05-23,2026-06-15,UPS,5AAD27D1-3FE,DELAYED,2026-05-24
ASN00001557,4500000382,00030,0002,S100023,5,,2026-05-24,FedEx,7007628F-F8E,NOT_SHIPPED,2026-05-23
ASN00001558,4500000383,00020,0001,S100042,104,2026-05-28,2026-05-27,Local Carrier,445A811F-7AC,IN_TRANSIT,2026-05-27
ASN00001559,4500000383,00030,0001,S100042,1,2026-05-19,2026-06-17,FedEx,99A70AAA-D38,CUSTOMS_HOLD,2026-05-27
ASN00001560,4500000383,00030,0002,S100042,1,2026-05-25,2026-06-17,Supplier Truck,D3B93538-F31,DELAYED,2026-05-26
ASN00001561,4500000383,00050,0001,S100042,38,2026-05-28,2026-05-25,DHL,462080B3-829,IN_TRANSIT,2026-05-26
ASN00001562,4500000383,00050,0002,S100042,44,2026-05-26,2026-05-28,Local Carrier,C8A628E8-D8E,DELIVERED,2026-05-25
ASN00001563,4500000383,00060,0001,S100042,18,2026-05-22,2026-06-02,Local Carrier,0DE8BB7B-467,IN_TRANSIT,2026-05-23
ASN00001564,4500000384,00010,0002,S100027,62,,2026-05-24,FedEx,28E52B55-265,NOT_SHIPPED,2026-05-25
ASN00001565,4500000384,00020,0003,S100027,289,2026-05-20,2026-06-01,UPS,FCC75EBC-D64,IN_TRANSIT,2026-05-26
ASN00001566,4500000384,00030,0001,S100027,1,,2026-06-06,DHL,C2DD57E3-95C,NOT_SHIPPED,2026-05-26
ASN00001567,4500000384,00040,0002,S100027,53,,2026-06-04,FedEx,C7AA5F25-6DA,PENDING_PICKUP,2026-05-24
ASN00001568,4500000384,00050,0001,S100027,16,,2026-06-08,Maersk,4BD7087B-A0B,NOT_SHIPPED,2026-05-24
ASN00001569,4500000385,00020,0002,S100017,6,2026-05-22,2026-06-05,Maersk,11BF66C4-2D9,DELIVERED,2026-05-27
ASN00001570,4500000385,00050,0002,S100017,5,2026-05-28,2026-06-01,Supplier Truck,F2860630-FE1,DELIVERED,2026-05-24
ASN00001571,4500000385,00060,0002,S100017,651,2026-05-27,2026-06-05,Maersk,B51F14C9-BA3,IN_TRANSIT,2026-05-23
ASN00001572,4500000385,00070,0001,S100017,199,2026-05-25,2026-05-26,Local Carrier,E14C898D-A7E,IN_TRANSIT,2026-05-25
ASN00001573,4500000386,00020,0001,S100019,6,,2026-05-24,Maersk,DCF63A23-54B,PENDING_PICKUP,2026-05-25
ASN00001574,4500000386,00030,0001,S100019,2,,2026-06-04,Maersk,A05C9491-6E2,CANCELLED,2026-05-28
ASN00001575,4500000386,00030,0002,S100019,3,2026-05-24,2026-06-01,Local Carrier,1B93DDB1-E44,DELIVERED,2026-05-27
ASN00001576,4500000386,00050,0002,S100019,51,,2026-05-26,DHL,CAE81E18-2A0,NOT_SHIPPED,2026-05-26
ASN00001577,4500000386,00070,0001,S100019,7,2026-05-21,2026-06-07,UPS,C958C4B9-C9F,IN_TRANSIT,2026-05-28
ASN00001578,4500000386,00070,0003,S100019,364,,2026-05-25,DHL,F8218BDA-960,PENDING_PICKUP,2026-05-24
ASN00001579,4500000387,00020,0001,S100019,1021,2026-05-21,2026-06-05,Maersk,E634D496-807,IN_TRANSIT,2026-05-27
ASN00001580,4500000387,00030,0001,S100019,1,2026-05-20,2026-06-12,Maersk,FF45C589-1A5,IN_TRANSIT,2026-05-27
ASN00001581,4500000387,00030,0002,S100019,63,2026-05-28,2026-06-12,Maersk,B4AE3E1C-4C5,IN_TRANSIT,2026-05-25
ASN00001582,4500000387,00030,0003,S100019,152,2026-05-27,2026-06-21,Maersk,135E6BAC-906,DELAYED,2026-05-27
ASN00001583,4500000387,00050,0001,S100019,1,2026-05-25,2026-06-23,UPS,22043911-85E,DELAYED,2026-05-23
ASN00001584,4500000387,00050,0002,S100019,3,2026-05-24,2026-06-04,Local Carrier,6D89F8CA-892,DELIVERED,2026-05-23
ASN00001585,4500000388,00010,0002,S100009,247,2026-05-18,2026-05-26,Supplier Truck,8344CFDC-3AF,IN_TRANSIT,2026-05-23
ASN00001586,4500000388,00020,0001,S100009,541,2026-05-27,2026-06-06,DHL,91DD26F0-90A,IN_TRANSIT,2026-05-27
ASN00001587,4500000389,00010,0001,S100014,451,2026-05-23,2026-06-12,UPS,BC854747-A68,DELAYED,2026-05-26
ASN00001588,4500000389,00010,0002,S100014,275,2026-05-26,2026-06-11,Local Carrier,550449AB-EA4,CUSTOMS_HOLD,2026-05-27
ASN00001589,4500000389,00020,0001,S100014,26,2026-05-19,2026-06-11,Maersk,FB4B739A-832,CUSTOMS_HOLD,2026-05-24
ASN00001590,4500000389,00020,0002,S100014,2,2026-05-26,2026-06-13,Local Carrier,6D7358AC-7E9,IN_TRANSIT,2026-05-27
ASN00001591,4500000389,00040,0001,S100014,94,2026-05-18,2026-06-04,Local Carrier,5673F792-40C,IN_TRANSIT,2026-05-24
ASN00001592,4500000389,00040,0003,S100014,258,2026-05-25,2026-06-12,FedEx,06D74A9A-0CF,IN_TRANSIT,2026-05-28
ASN00001593,4500000389,00050,0001,S100014,3,2026-05-22,2026-06-08,Local Carrier,18254D06-D23,IN_TRANSIT,2026-05-23
ASN00001594,4500000390,00010,0001,S100009,1,,2026-06-10,DHL,551CAEEC-FB5,NOT_SHIPPED,2026-05-25
ASN00001595,4500000390,00020,0002,S100009,102,,2026-06-16,Local Carrier,4D61FF8E-9A3,PENDING_PICKUP,2026-05-28
ASN00001596,4500000390,00030,0001,S100009,2,2026-05-24,2026-05-30,Maersk,DCDAA770-771,IN_TRANSIT,2026-05-24
ASN00001597,4500000390,00040,0002,S100009,481,2026-05-27,2026-06-11,Local Carrier,557DD4B7-C5F,IN_TRANSIT,2026-05-25
ASN00001598,4500000391,00010,0001,S100035,3,,2026-06-02,Local Carrier,8964962E-F46,NOT_SHIPPED,2026-05-26
ASN00001599,4500000391,00010,0002,S100035,84,2026-05-18,2026-06-01,Local Carrier,B06D5577-36E,IN_TRANSIT,2026-05-23
ASN00001600,4500000391,00020,0001,S100035,56,2026-05-27,2026-06-11,DHL,05419A6F-F46,DELAYED,2026-05-27
ASN00001601,4500000391,00030,0001,S100035,4,,2026-06-14,Supplier Truck,FA05ABD7-640,PENDING_PICKUP,2026-05-27
ASN00001602,4500000391,00040,0001,S100035,1,2026-05-21,2026-06-16,Local Carrier,99CDD4DD-438,IN_TRANSIT,2026-05-25
ASN00001603,4500000391,00060,0002,S100035,101,,2026-05-30,FedEx,049AE808-847,PENDING_PICKUP,2026-05-27
ASN00001604,4500000392,00050,0001,S100005,3,2026-05-25,2026-05-26,Local Carrier,31CD5191-BA8,IN_TRANSIT,2026-05-27
ASN00001605,4500000392,00060,0002,S100005,7,2026-05-19,2026-06-09,Local Carrier,A4F1C76E-73B,DELIVERED,2026-05-27
ASN00001606,4500000392,00060,0003,S100005,35,,2026-06-11,Supplier Truck,A3D00955-14D,PENDING_PICKUP,2026-05-26
ASN00001607,4500000393,00010,0001,S100026,20,,2026-06-01,Local Carrier,40CC77B5-7C1,NOT_SHIPPED,2026-05-27
ASN00001608,4500000393,00020,0001,S100026,120,2026-05-21,2026-06-06,Maersk,3A2063E1-8CD,DELAYED,2026-05-28
ASN00001609,4500000393,00030,0001,S100026,24,2026-05-19,2026-06-15,Local Carrier,1A549862-973,IN_TRANSIT,2026-05-26
ASN00001610,4500000393,00050,0001,S100026,10,,2026-05-30,Maersk,01FF036D-6BB,NOT_SHIPPED,2026-05-28
ASN00001611,4500000393,00050,0002,S100026,1,2026-05-19,2026-06-13,Local Carrier,CC8C1870-CC5,IN_TRANSIT,2026-05-24
ASN00001612,4500000393,00060,0001,S100026,225,2026-05-20,2026-06-13,Maersk,5BFEDBFE-776,IN_TRANSIT,2026-05-26
ASN00001613,4500000393,00070,0001,S100026,1,2026-05-22,2026-06-08,Supplier Truck,60470A48-7D7,DELIVERED,2026-05-27
ASN00001614,4500000394,00010,0002,S100014,1,2026-05-20,2026-05-26,Local Carrier,2218E655-FDB,DELIVERED,2026-05-28
ASN00001615,4500000394,00010,0003,S100014,60,,2026-06-08,Supplier Truck,6D806E1B-B06,PENDING_PICKUP,2026-05-23
ASN00001616,4500000395,00010,0002,S100037,1,,2026-06-15,Local Carrier,53AFB47B-580,PENDING_PICKUP,2026-05-23
ASN00001617,4500000396,00010,0001,S100028,50,2026-05-22,2026-05-27,Supplier Truck,24F4E631-476,IN_TRANSIT,2026-05-24
ASN00001618,4500000396,00010,0002,S100028,405,,2026-05-27,Supplier Truck,E088EF42-CC1,NOT_SHIPPED,2026-05-23
ASN00001619,4500000396,00020,0002,S100028,82,2026-05-19,2026-05-24,UPS,8F131B05-92D,IN_TRANSIT,2026-05-23
ASN00001620,4500000396,00040,0001,S100028,1,2026-05-24,2026-06-07,UPS,32F21EE8-10B,DELAYED,2026-05-25
ASN00001621,4500000396,00040,0002,S100028,4,2026-05-21,2026-05-30,Maersk,5D1C580D-476,IN_TRANSIT,2026-05-27
ASN00001622,4500000397,00010,0002,S100019,136,2026-05-18,2026-06-05,Supplier Truck,2CF53768-E73,DELAYED,2026-05-25
ASN00001623,4500000397,00020,0001,S100019,30,2026-05-26,2026-05-26,DHL,DD409097-48E,IN_TRANSIT,2026-05-28
ASN00001624,4500000397,00030,0002,S100019,62,,2026-06-16,FedEx,25C0395B-E6A,NOT_SHIPPED,2026-05-25
ASN00001625,4500000397,00040,0001,S100019,1,2026-05-27,2026-05-26,UPS,45774E4D-216,IN_TRANSIT,2026-05-25
ASN00001626,4500000397,00040,0002,S100019,1,2026-05-26,2026-06-03,DHL,18EFCD83-333,IN_TRANSIT,2026-05-27
ASN00001627,4500000397,00050,0001,S100019,3,,2026-06-11,DHL,28F4A8B9-CA7,PENDING_PICKUP,2026-05-28
ASN00001628,4500000397,00060,0001,S100019,56,2026-05-21,2026-06-05,UPS,F78AA144-8D7,IN_TRANSIT,2026-05-25
ASN00001629,4500000398,00010,0001,S100016,5,2026-05-19,2026-06-04,FedEx,D4A31767-9AE,IN_TRANSIT,2026-05-27
ASN00001630,4500000398,00030,0001,S100016,8,,2026-05-30,Local Carrier,0EC1F830-117,PENDING_PICKUP,2026-05-28
ASN00001631,4500000398,00030,0002,S100016,1,2026-05-25,2026-06-13,Supplier Truck,2636BE7C-636,DELAYED,2026-05-28
ASN00001632,4500000398,00030,0003,S100016,12,2026-05-23,2026-06-25,Local Carrier,BA14C2EA-619,CUSTOMS_HOLD,2026-05-27
ASN00001633,4500000398,00040,0001,S100016,5,2026-05-27,2026-06-02,Local Carrier,1F6EF602-18E,IN_TRANSIT,2026-05-28
ASN00001634,4500000398,00040,0002,S100016,1,,2026-06-15,FedEx,D725D718-622,PENDING_PICKUP,2026-05-24
ASN00001635,4500000398,00050,0002,S100016,24,,2026-06-06,FedEx,6AF122AA-724,PENDING_PICKUP,2026-05-24
ASN00001636,4500000399,00010,0001,S100014,7,2026-05-24,2026-05-25,Supplier Truck,727F0D6A-7EC,IN_TRANSIT,2026-05-25
ASN00001637,4500000399,00030,0002,S100014,1,,2026-06-05,FedEx,62C87082-722,PENDING_PICKUP,2026-05-25
ASN00001638,4500000399,00040,0001,S100014,31,,2026-06-05,FedEx,506DBE11-D32,NOT_SHIPPED,2026-05-27
ASN00001639,4500000400,00010,0001,S100042,62,2026-05-21,2026-06-11,Maersk,D965F9DF-BFE,IN_TRANSIT,2026-05-27
ASN00001640,4500000401,00020,0001,S100034,1,2026-05-26,2026-06-03,Maersk,A24BB752-927,DELIVERED,2026-05-25
ASN00001641,4500000401,00020,0002,S100034,3,2026-05-24,2026-05-27,FedEx,527028C8-F02,IN_TRANSIT,2026-05-27
ASN00001642,4500000402,00010,0001,S100017,12,2026-05-28,2026-06-26,UPS,8A66FD65-DA7,CUSTOMS_HOLD,2026-05-24
ASN00001643,4500000402,00010,0003,S100017,935,,2026-06-11,FedEx,DB4C82FE-280,PENDING_PICKUP,2026-05-28
ASN00001644,4500000402,00020,0001,S100017,3,,2026-06-12,Supplier Truck,FB0F03D8-192,NOT_SHIPPED,2026-05-28
ASN00001645,4500000402,00030,0003,S100017,47,2026-05-24,2026-05-31,Supplier Truck,2CC6A462-6E4,DELIVERED,2026-05-26
ASN00001646,4500000403,00010,0001,S100048,5,2026-05-22,2026-05-28,Maersk,3C29B8D6-509,IN_TRANSIT,2026-05-25
ASN00001647,4500000404,00010,0001,S100021,517,2026-05-25,2026-05-24,DHL,89750BC2-259,IN_TRANSIT,2026-05-28
ASN00001648,4500000404,00020,0001,S100021,4,2026-05-27,2026-06-23,Maersk,09555D5B-8B5,CUSTOMS_HOLD,2026-05-28
ASN00001649,4500000404,00020,0002,S100021,13,2026-05-27,2026-06-09,FedEx,704C3E5A-0B0,IN_TRANSIT,2026-05-26
ASN00001650,4500000404,00030,0003,S100021,450,,2026-06-01,UPS,C6AAC957-A8A,NOT_SHIPPED,2026-05-27
ASN00001651,4500000404,00040,0001,S100021,18,,2026-06-03,DHL,C0C8601D-869,PENDING_PICKUP,2026-05-23
ASN00001652,4500000404,00040,0002,S100021,38,,2026-06-12,FedEx,15C45DF9-FC9,NOT_SHIPPED,2026-05-26
ASN00001653,4500000405,00010,0003,S100044,103,2026-05-23,2026-06-02,UPS,C5F1D774-D7C,CUSTOMS_HOLD,2026-05-25
ASN00001654,4500000405,00040,0001,S100044,12,2026-05-21,2026-06-13,Local Carrier,3631698E-B60,IN_TRANSIT,2026-05-23
ASN00001655,4500000405,00050,0001,S100044,6,2026-05-25,2026-05-25,FedEx,104FE164-228,IN_TRANSIT,2026-05-28
ASN00001656,4500000405,00060,0002,S100044,4,2026-05-26,2026-06-03,DHL,1E68B476-C4B,IN_TRANSIT,2026-05-23
ASN00001657,4500000406,00010,0001,S100024,15,,2026-06-13,Supplier Truck,13AD3E81-E0D,NOT_SHIPPED,2026-05-24
ASN00001658,4500000406,00020,0001,S100024,224,2026-05-20,2026-06-15,UPS,D7694F0C-994,CUSTOMS_HOLD,2026-05-27
ASN00001659,4500000406,00030,0001,S100024,1026,2026-05-19,2026-06-06,DHL,053F0A41-4C1,IN_TRANSIT,2026-05-26
ASN00001660,4500000406,00030,0002,S100024,86,2026-05-28,2026-06-07,Supplier Truck,E5F07E2A-459,IN_TRANSIT,2026-05-27
ASN00001661,4500000407,00020,0001,S100037,22,2026-05-21,2026-06-03,Local Carrier,548B031A-5BF,DELIVERED,2026-05-28
ASN00001662,4500000407,00020,0002,S100037,40,2026-05-24,2026-06-16,Supplier Truck,4A2E0C57-2E3,IN_TRANSIT,2026-05-28
ASN00001663,4500000407,00030,0001,S100037,16,2026-05-20,2026-06-05,Supplier Truck,9C04EFA7-A46,DELIVERED,2026-05-24
ASN00001664,4500000407,00040,0001,S100037,5,,2026-06-01,Supplier Truck,60018CED-B48,NOT_SHIPPED,2026-05-25
ASN00001665,4500000407,00040,0002,S100037,124,2026-05-28,2026-06-08,Local Carrier,5F5AD7F9-D43,IN_TRANSIT,2026-05-25
ASN00001666,4500000407,00050,0001,S100037,253,2026-05-18,2026-06-13,Maersk,4ED4F749-DB8,IN_TRANSIT,2026-05-23
ASN00001667,4500000407,00050,0002,S100037,150,,2026-05-26,DHL,3E26639F-1BE,NOT_SHIPPED,2026-05-25
ASN00001668,4500000407,00050,0003,S100037,354,2026-05-23,2026-06-15,UPS,FB0AC941-8E3,DELIVERED,2026-05-26
ASN00001669,4500000408,00010,0001,S100030,1,2026-05-18,2026-05-24,Local Carrier,906D7A3E-8DB,IN_TRANSIT,2026-05-23
ASN00001670,4500000409,00010,0002,S100045,179,2026-05-22,2026-06-11,DHL,23358D2D-836,IN_TRANSIT,2026-05-28
ASN00001671,4500000409,00020,0002,S100045,4,2026-05-19,2026-06-02,Local Carrier,3119ACAE-E57,IN_TRANSIT,2026-05-28
ASN00001672,4500000409,00020,0003,S100045,21,2026-05-25,2026-06-16,FedEx,0AC86C18-64A,IN_TRANSIT,2026-05-23
ASN00001673,4500000410,00010,0001,S100032,46,2026-05-22,2026-06-16,Local Carrier,5F153E54-C1F,DELIVERED,2026-05-28
ASN00001674,4500000411,00010,0001,S100036,127,2026-05-22,2026-06-06,FedEx,8345F006-20F,DELIVERED,2026-05-26
ASN00001675,4500000411,00010,0002,S100036,724,2026-05-19,2026-06-02,Supplier Truck,8F24CC6B-BE1,IN_TRANSIT,2026-05-28
ASN00001676,4500000411,00020,0002,S100036,61,2026-05-27,2026-06-20,Local Carrier,C01D203F-348,DELAYED,2026-05-28
ASN00001677,4500000411,00020,0003,S100036,119,2026-05-21,2026-05-27,UPS,10D02896-ECC,IN_TRANSIT,2026-05-28
ASN00001678,4500000411,00030,0001,S100036,39,2026-05-27,2026-06-16,UPS,A4E413C1-09A,IN_TRANSIT,2026-05-26
ASN00001679,4500000411,00040,0001,S100036,2,2026-05-28,2026-06-12,Supplier Truck,079EB74E-A73,CUSTOMS_HOLD,2026-05-25
ASN00001680,4500000411,00070,0001,S100036,1102,2026-05-19,2026-06-08,Supplier Truck,EFB168AF-244,IN_TRANSIT,2026-05-23
ASN00001681,4500000412,00010,0001,S100005,234,2026-05-18,2026-06-12,Supplier Truck,0BEECE5D-82B,DELAYED,2026-05-28
ASN00001682,4500000413,00030,0001,S100035,74,,2026-06-10,Local Carrier,DBD1C94B-CB1,PENDING_PICKUP,2026-05-23
ASN00001683,4500000413,00030,0002,S100035,69,2026-05-18,2026-06-17,Local Carrier,DFCEFC83-9AF,IN_TRANSIT,2026-05-26
ASN00001684,4500000413,00030,0003,S100035,32,,2026-06-10,Local Carrier,BE3B0301-92B,NOT_SHIPPED,2026-05-24
ASN00001685,4500000414,00020,0001,S100016,717,2026-05-25,2026-05-26,DHL,1D2F8865-C00,IN_TRANSIT,2026-05-23
ASN00001686,4500000414,00030,0001,S100016,18,,2026-06-15,UPS,B5F762C8-F05,NOT_SHIPPED,2026-05-23
ASN00001687,4500000414,00040,0002,S100016,1,2026-05-18,2026-06-14,Supplier Truck,73D48174-2AE,IN_TRANSIT,2026-05-24
ASN00001688,4500000415,00010,0001,S100050,499,,2026-06-12,UPS,C06284EF-2F0,NOT_SHIPPED,2026-05-23
ASN00001689,4500000416,00010,0001,S100046,14,2026-05-21,2026-05-25,DHL,7866CEF6-3CB,DELIVERED,2026-05-27
ASN00001690,4500000416,00010,0002,S100046,12,,2026-06-15,Supplier Truck,07B74EB2-CE2,NOT_SHIPPED,2026-05-27
ASN00001691,4500000416,00020,0002,S100046,380,,2026-05-25,Supplier Truck,C87E7DD2-1F1,PENDING_PICKUP,2026-05-28
ASN00001692,4500000416,00030,0001,S100046,312,2026-05-26,2026-06-15,DHL,910D4448-C8F,DELAYED,2026-05-25
ASN00001693,4500000416,00040,0001,S100046,14,2026-05-19,2026-06-09,FedEx,D57C4AF6-D00,IN_TRANSIT,2026-05-26
ASN00001694,4500000416,00050,0001,S100046,10,2026-05-25,2026-06-07,Supplier Truck,B33A1472-A76,DELIVERED,2026-05-24
ASN00001695,4500000416,00050,0002,S100046,24,,2026-06-04,Supplier Truck,FA0715F3-559,NOT_SHIPPED,2026-05-28
ASN00001696,4500000416,00050,0003,S100046,180,2026-05-25,2026-06-03,Local Carrier,5B0BDC7B-9B3,DELAYED,2026-05-25
ASN00001697,4500000416,00060,0001,S100046,7,2026-05-26,2026-06-03,Maersk,D9A6A08A-565,DELAYED,2026-05-28
ASN00001698,4500000416,00060,0003,S100046,9,2026-05-28,2026-06-17,Local Carrier,CB265BA5-09E,IN_TRANSIT,2026-05-23
ASN00001699,4500000416,00070,0001,S100046,4,2026-05-22,2026-06-17,Supplier Truck,607B2002-C77,IN_TRANSIT,2026-05-25
ASN00001700,4500000416,00070,0003,S100046,7,,2026-05-29,Local Carrier,D4E41C42-D9C,PENDING_PICKUP,2026-05-23
ASN00001701,4500000417,00010,0001,S100027,1,2026-05-19,2026-06-20,FedEx,78ECE1A3-93E,DELAYED,2026-05-27
ASN00001702,4500000417,00010,0002,S100027,8,,2026-06-10,DHL,4668F60C-277,NOT_SHIPPED,2026-05-25
ASN00001703,4500000417,00020,0002,S100027,832,2026-05-25,2026-06-10,DHL,0B531FAA-3A6,IN_TRANSIT,2026-05-23
ASN00001704,4500000417,00030,0001,S100027,32,,2026-05-31,UPS,8EE44A85-017,PENDING_PICKUP,2026-05-24
ASN00001705,4500000417,00030,0002,S100027,1,2026-05-19,2026-05-26,Maersk,1AAF8FA2-24B,IN_TRANSIT,2026-05-26
ASN00001706,4500000417,00030,0003,S100027,39,,2026-06-13,Supplier Truck,7BC3BCB1-BC3,NOT_SHIPPED,2026-05-26
ASN00001707,4500000419,00010,0001,S100008,22,2026-05-25,2026-05-25,Local Carrier,6D47045A-AE9,IN_TRANSIT,2026-05-23
ASN00001708,4500000419,00020,0001,S100008,853,2026-05-20,2026-06-19,Maersk,A068F6C6-502,DELAYED,2026-05-25
ASN00001709,4500000420,00010,0001,S100015,12,2026-05-20,2026-06-10,Local Carrier,F6DB932F-2A8,IN_TRANSIT,2026-05-26
ASN00001710,4500000420,00020,0002,S100015,2,2026-05-28,2026-06-21,Maersk,7C34FBD3-C17,DELAYED,2026-05-24
ASN00001711,4500000420,00030,0002,S100015,1,2026-05-24,2026-06-16,UPS,335D6A50-16A,IN_TRANSIT,2026-05-23
ASN00001712,4500000420,00040,0001,S100015,5,2026-05-22,2026-06-06,Maersk,ACC3DA52-1D0,IN_TRANSIT,2026-05-28
ASN00001713,4500000422,00010,0003,S100020,197,2026-05-28,2026-06-13,Local Carrier,F44144FA-CCB,DELAYED,2026-05-23
ASN00001714,4500000422,00020,0001,S100020,215,,2026-05-28,DHL,3D1423EA-9C4,CANCELLED,2026-05-26
ASN00001715,4500000422,00040,0001,S100020,706,2026-05-26,2026-06-17,Maersk,396C0764-68A,IN_TRANSIT,2026-05-27
ASN00001716,4500000423,00010,0001,S100012,99,2026-05-25,2026-06-22,FedEx,FF4F6044-D59,CUSTOMS_HOLD,2026-05-24
ASN00001717,4500000424,00010,0001,S100046,431,2026-05-25,2026-06-05,FedEx,4172DA2B-496,IN_TRANSIT,2026-05-27
ASN00001718,4500000424,00010,0002,S100046,181,2026-05-25,2026-05-31,Maersk,83E03E7B-D08,DELIVERED,2026-05-27
ASN00001719,4500000425,00010,0001,S100049,23,2026-05-19,2026-05-29,DHL,1938290B-83C,IN_TRANSIT,2026-05-23
ASN00001720,4500000425,00030,0001,S100049,31,,2026-06-09,Local Carrier,362741B4-56C,NOT_SHIPPED,2026-05-24
ASN00001721,4500000425,00040,0003,S100049,15,2026-05-23,2026-05-24,FedEx,09FB4451-E72,IN_TRANSIT,2026-05-25
ASN00001722,4500000426,00010,0001,S100012,55,,2026-06-16,FedEx,A0E6F976-65B,PENDING_PICKUP,2026-05-23
ASN00001723,4500000426,00010,0003,S100012,17,,2026-06-06,Supplier Truck,42439834-B36,PENDING_PICKUP,2026-05-24
ASN00001724,4500000427,00010,0002,S100049,1299,2026-05-27,2026-06-14,DHL,66791B0E-998,IN_TRANSIT,2026-05-26
ASN00001725,4500000427,00020,0002,S100049,3,2026-05-27,2026-06-13,DHL,69ADCDCF-DC7,IN_TRANSIT,2026-05-27
ASN00001726,4500000428,00010,0001,S100035,4,2026-05-19,2026-05-30,Supplier Truck,19919504-525,IN_TRANSIT,2026-05-23
ASN00001727,4500000428,00010,0002,S100035,13,2026-05-27,2026-05-26,Supplier Truck,4F7C8199-4BC,IN_TRANSIT,2026-05-23
ASN00001728,4500000428,00020,0002,S100035,116,,2026-06-07,Local Carrier,694F45D7-E91,PENDING_PICKUP,2026-05-23
ASN00001729,4500000428,00030,0001,S100035,518,2026-05-24,2026-06-05,FedEx,68671619-F94,IN_TRANSIT,2026-05-24
ASN00001730,4500000428,00040,0001,S100035,185,2026-05-24,2026-06-03,DHL,2249B33E-393,CUSTOMS_HOLD,2026-05-25
